,titles,replies,views,activity,category
100,Looking to hire someone to bring my comic/manga to life (PAID),10,351,Jun 24,collaborations
101,Looking for Translator – English to Greek (CLOSED),112,158,Jun 24,collaborations
102,Let´s start a jam comic,0,2.4k,Jun 24,collaborations
103,Looking to find a Artist for Fighting Webcomic! (Share Revenue),162,135,Jun 24,collaborations
104,Parceria para webtoon/novel,4,104,Jun 24,collaborations
105,Aspiring writer looking for a manga artist (UNPAID),302,118,Jun 23,collaborations
106,Collab Request (Manga artist wanted),22,226,Jun 23,collaborations
107,Looking for writer for a webcomic for tapas,428,400,Jun 23,collaborations
108,I need help.. anyone you know Korean history,5,193,Jun 23,collaborations
109,[Artist/writer ] Looking for flat colorist,132,147,Jun 23,collaborations
110,JFF (Just For Fun) Collab (Unpaid),11,218,Jun 22,collaborations
111,"Looking for artist, magic school, kingdom building genres",773,102,Jun 22,collaborations
112,I need a simple drawing of my novel mc,10,198,Jun 22,collaborations
113,Looking for a 3D background model maker for my series.(PAID),149,193,Jun 22,collaborations
114,Art Commission Inquiry | Looking For An Artist To Draw Some Images For My Novel [Closed],15,167,Jun 22,collaborations
115,Looking to convert scrolling comic format to print (paid),292,178,Jun 22,collaborations
116,Anyone want to become my beta reader partner?,4,183,Jun 22,collaborations
117,Seeking Flatter/Art Assistance for Lilah’s Magic Shop [Closed],151,182,Jun 21,collaborations
118,Procuro um artista com quem criar um projeto,4,97,Jun 19,collaborations
119,Looking for Editor/Scriptwriter for Webtoon (Unpaid),229,163,Jun 19,collaborations
120,BL Cover artist PAID,31,284,Jun 19,collaborations
121,Anyone knows a platform for collaboration?,260,333,Jun 18,collaborations
122,Needing Support Artist(s) for a horror sci-fi story (unpaid),12,113,Jun 18,collaborations
123,Looking for an English translator for my novel!,268,208,Jun 18,collaborations
124,Need artist for my web comic,3,175,Jun 18,collaborations
125,Looking for base colorist [Unpaid/Trade],169,124,Jun 17,collaborations
126,Need artist for my web comic {paid} {closed},21,165,Jun 17,collaborations
127,In search of a collaboration with a writer/scenerist for my BL Comic [closed!],609,169,Jun 17,collaborations
128,Looking for writers to collaborate on anthology compilation,1,209,Jun 17,collaborations
129,Looking for Artist and Scriptwriter! (unpaid),99,170,Jun 17,collaborations
130,Writer/Artist Looking to talk to other creators,17,197,Jun 17,collaborations
131,Looking for Inker or Base Colorist for a vampire/werewolf BL story (Closed!),286,110,Jun 16,collaborations
132,Writer looking for artist for comic relaunch/completion (unpaid collaboration/partnership),2,119,Jun 16,collaborations
133,"Looking for English to Korean Translator, maybe more (Unpaid)",128,119,Jun 16,collaborations
134,Storyboard Artist Needed (CLOSED),17,245,Jun 16,collaborations
135,Would you like to join our collab project? (Creator Tag),1.4k,396,Jun 15,collaborations
136,Learning collaboration /Rev-share,4,237,Jun 15,collaborations
137,Writer looking for a manga artist (unpaid),162,158,Jun 14,collaborations
138,Looking for artist/Illustrator to collab (SPLIT REV 50/50),1,171,Jun 14,collaborations
139,Looking for an artist partner,181,145,Jun 14,collaborations
140,Comic book script,2,185,Jun 14,collaborations
141,Anime style Book Cover Artist (Unpaid),215,112,Jun 12,collaborations
142,(Writer) Looking for a artist for a Fighting/Normal life/school life Webcomic (Share Revenue),2,133,Jun 12,collaborations
143,(100% RevShare) Mecha/Action/Sci-Fi Writer looking for Webcomic Artist,156,204,Jun 12,collaborations
144,IMPORTANT! For potterheads and interested Webtoon Creators/Artists,8,321,Jun 11,collaborations
145,Looking for an artist to collab for a romance story (Rev split),200,150,Jun 11,collaborations
146,Looking for illustrator for a new story,19,150,Jun 11,collaborations
147,4th of July Collab,260,95,Jun 10,collaborations
148,Closed [Budget 100$ per Chapter],3,279,Jun 9,collaborations
149,Looking for a colorist to work on a webtoon! UNPAID CLOSED,264,203,Jun 9,collaborations
150,In need of an artist [UNPAID],0,222,Jun 9,collaborations
151,Writer Looking for a Manga Artist [Closed],176,184,Jun 8,collaborations
152,Look for Cover Artist (Unpaid),14,226,Jun 7,collaborations
153,Seeking artist for fantasy BL novel cover (closed),303,226,Jun 7,collaborations
154,"Looking for a cover artist (paid, commercial use)",13,490,Jun 7,collaborations
155,Looking for artist to collab with on romance story (Rev split),297,266,Jun 5,collaborations
156,[CLOSED] Cover Artist Needed for Time Travel/ Romance Novel! (PAID),0,235,Jun 5,collaborations
157,Looking for a Partner (Artist),113,177,Jun 5,collaborations
158,I’m looking for a writer for one shot webtoon,9,178,Jun 4,collaborations
159,Writer Seeking Collab: UNPAID/Supernatural-Shonen/5-PAGE Short Comic,262,86,Jun 4,collaborations
160,Aspiring manga style artist looking for a writer/aspiring writer,11,324,Jun 4,collaborations
161,Writing Seeking Anime Cover Artist,291,194,Jun 4,collaborations
162,👬🌈 For subscribers of our BL-manga “Folie”. Do you want to help create the birthday episode? [UNPAID],0,100,Jun 4,collaborations
163,Writer Seeking Anime Cover Artist (UPDATED) - PAID Partnership,90,155,Jun 3,collaborations
164,Looking For Talented People For Song Of The Vampire Series,18,387,Jun 3,collaborations
165,Looking for an artist (unpaid) for a short thriller/mystery/romance comic,492,127,Jun 2,collaborations
166,Looking for Beta readers! Please look!,1,134,Jun 2,collaborations
167,Tour help is needed ![unpaid],157,105,Jun 2,collaborations
168,Need storyline for a oneshot (closed),4,270,Jun 1,collaborations
169,Base colorist+ writer looking for work,307,156,Jun 1,collaborations
170,Artist Needed [Unpaid],1,143,Jun 1,collaborations
171,Artist looking for writer for short stories (UNPAID) [Closed],139,359,Jun 1,collaborations
172,Writer looking for a BL artist to make a webtoon,2,159,May 31,collaborations
173,Artist seeking GL story,155,270,May 31,collaborations
174,(Unpaid) script writer looking for an artist(Webtoon),1,143,May 31,collaborations
175,Aspiring Comic Writers in Need of Proficient Artist (UNPAID),114,195,May 31,collaborations
176,[Thread Now Closed],1,152,May 31,collaborations
177,A concept for a crossover collaboration,106,281,May 30,collaborations
178,Artist Collab Needed! (UNPAID),6,217,May 30,collaborations
179,Writer looking for collab with artist(s)! [50/50],175,145,May 29,collaborations
180,A Shounen LightNovel Collabration/Writer Searching Artist (NO PAYMENT YET),15,202,May 29,collaborations
181,Artist looking for Writer with Finished Story [CLOSED],211,655,May 29,collaborations
182,"Artist looking for writer, (i’m open to ANYTHING)",1,482,May 28,collaborations
183,Artist looking for an writer to make a webcomic (CLOSED),133,176,May 28,collaborations
184,Writer looking for Comic Creator [UNPAID],9,156,May 26,collaborations
185,Looking for an artist to create a webcomic based on my story,371,244,May 25,collaborations
186,I Need One or Two Comic Writers,13,757,May 25,collaborations
187,Offering (Free) Writing Help for Artists and Writers,266,181,May 24,collaborations
188,Writer seeking Artist for unpaid/revshare webtoon (multiple genres to choose from!),1,165,May 24,collaborations
189,Anyone hosting pride collab for creators?,114,94,May 24,collaborations
190,[Looking For Creature Artist] The Realms Creature Sanctuary Project,9,148,May 24,collaborations
191,Writer looking for a WRITER,153,422,May 24,collaborations
192,Artist looking for a writer (Open to anything but pref adventure and fight genre - UNPAID),5,261,May 23,collaborations
193,(Closed) Looking for Cover Artist [PAID],267,156,May 23,collaborations
194,Artist Looking for NSFW Romance/BL Fantasy Writer (RevShare),29,1.0k,May 23,collaborations
195,Looking for Artist/Writers (Paid Work),281,687,May 22,collaborations
196,[UNPAID]writer looking for an editor CLOSED,4,209,May 22,collaborations
197,Looking for Line Artist/Inker for a BL Webtoon (Depends on budget but Paid),186,310,May 21,collaborations
198,Looking for artist for long term webcomic opportunity [PAID],2,386,May 21,collaborations
199,Seeking artist for pro wrestling story,126,155,May 21,collaborations
200,Looking for artist for my romance web novel “Starling” ⭐,9,318,May 21,collaborations
201,Writer looking for an artist (unpaid collab/rev split in artists favor),351,254,May 20,collaborations
202,Ad Placement Under My Novel,6,152,May 20,collaborations
203,Searching for artist to draw my fantasy comic (unpaid),158,127,May 20,collaborations
204,"Looking for an artist - comic project, (romance story) rev split - unpaid for now",298,220,May 20,collaborations
205,[CLOSED] [PAID] Artist looking for artist(s) to collaborate with,2.4k,267,May 20,collaborations
206,Writer looking for Artist to collaborate on a nsfw fantasy romance comic (Rev Share),7,159,May 20,collaborations
207,"Artist looking for a Shōnen WEBTOON writer, (Unpaid/Split Revenue)",135,281,May 19,collaborations
208,Comic artist needed,3,300,May 19,collaborations
209,Considering taking on a Grayscale Flatter (Paid),104,261,May 18,collaborations
210,Looking for artist for split reveneues,1,126,May 18,collaborations
211,Writer seeking an artist / Rev-share,118,210,May 18,collaborations
212,Artist/Writer looking for collaboration (Unpaid/split revenue),1,188,May 17,collaborations
213,Writer looking for Artist- Post-apocalyptic One Shot (UNPAID),226,208,May 16,collaborations
214,Looking for someone to draw my Non-Human character (UNPAID),11,143,May 16,collaborations
215,[CLOSED] Looking for a Writer [UNPAID],400,352,May 15,collaborations
216,Proffessionel Novel Cover (UNPAID),11,122,May 15,collaborations
217,Looking for a artist [Unpaid],193,147,May 14,collaborations
218,Collab with me looking for a artist,1,240,May 13,collaborations
219,Fan Art Trade! (Ongoing- Still lots of people looking to swap art),147,11.9k,May 13,collaborations
220,Assistance for hire (not paid),5,224,May 12,collaborations
221,Looking for artist for hire,218,427,May 12,collaborations
222,Second Battle shonen artist (collaboration),1,163,May 12,collaborations
223,I’m an Artist and Writer looking for some help!,102,329,May 12,collaborations
224,"Help with shading,colouring , etc.[UNPAID]CLOSED",18,145,May 12,collaborations
225,(CLOSED) Artist looking for a romance writer (partnership),198,255,May 12,collaborations
226,Looking for collaboration from an artist [unpaid],3,234,May 12,collaborations
227,[CLOSED] Writer looking for an Artist. Either as commissioned work for the webnovel cover OR full blown webtoon,193,229,May 11,collaborations
228,(closed) Looking for an artist for a short term collab or a long term collab,4,177,May 11,collaborations
229,Writer Looking for Artist for slice of life webcomic (unpaid),167,108,May 11,collaborations
230,A collab to do with an artist,4,167,May 11,collaborations
231,I’m an Artist and Writer but I’m looking for some help!,178,170,May 10,collaborations
232,(CLOSED) Artist looking to collaborate with a writer/artist!,8,417,May 8,collaborations
233,Help with webtoon,183,179,May 8,collaborations
234,(CLOSED) Artist looking for Yuri/GL writer (Unpaid),1,155,May 8,collaborations
235,Need an artist (Unpaid),182,279,May 8,collaborations
236,Looking for Storyboard Artist (CLOSED),1,174,May 8,collaborations
237,Writer looking for a cover artist [unpaid],97,109,May 8,collaborations
238,(Paid) One-shot comic slot open,7,372,May 8,collaborations
239,[Paid] Want to use your comic for language learning web app,163,189,May 7,collaborations
240,Webtoon Artist Needed [PAID POSITION],9,331,May 7,collaborations
241,Co-Writer Wanted for Invader Zim-esque Gag Comic! [Rev-Share],284,114,May 5,collaborations
242,Artist looking for a writer (any genre),12,2.9k,May 5,collaborations
243,Need of webtoon artist (Not a paid position),333,116,May 5,collaborations
244,[SOLVED!] Looking for a native English speaker who can help us fix our comic’s English version,2,169,May 4,collaborations
245,Looking for artist to collab ( if you wanna join just comment below),113,192,May 4,collaborations
246,Seeking webcomic artist for collaboration,11,277,May 3,collaborations
247,"Looking for an artist for a horror webtoon (unpaid, but all potential profit goes to the artist)",208,102,May 3,collaborations
248,Artist seeking colorist [PAID],3,216,May 3,collaborations
249,Promotion + Collab [Novels & Comics],175,401,May 2,collaborations
250,[PAID] Looking for an Artist – PM ME IF INTERESTED (CLOSED FOR NOW),1,550,May 2,collaborations
251,Writer looking for an artist (fantasy webcomic),124,166,May 2,collaborations
252,Evotale collaboration is in progress and we are looking for new participants to join in,2,145,May 1,collaborations
253,Watermark and background unpaid[CLOSED],165,169,Apr 30,collaborations
254,Writer looking for artist! (Partnership?),2,170,Apr 30,collaborations
255,Looking for writer for a webcomic,169,499,Apr 30,collaborations
256,Writer looking for a book cover artist [unpaid],7,140,Apr 30,collaborations
257,Writer looking for artist to create manga with,209,156,Apr 30,collaborations
258,Hello I am looking for an Artist,4,162,Apr 29,collaborations
259,Writers Connecting With Artist,170,147,Apr 29,collaborations
260,Writer looking for artist! [CLOSED],8,136,Apr 29,collaborations
261,Artist Looking for finished story,197,158,Apr 28,collaborations
262,[PAID] Finding Writers and Beta Readers for comic,1,351,Apr 28,collaborations
263,"Music, anyone? [take 2]",110,100,Apr 28,collaborations
264,RevShare] Looking for an artist to make a fantasy/mythological webtoon (with a tone similar to Dante’s Inferno),1,159,Apr 28,collaborations
265,Artist needed! - Fantasy and Somewhat Horror,119,291,Apr 27,collaborations
266,"(CLOSED)Writer Searching for Artist for Urban-Fantasy GL (Unpaid, RevShare in Favor of Artist)",5,176,Apr 27,collaborations
267,Script writer looking for artist for Mafia based romance story (Rev share in favor of the artist),119,144,Apr 26,collaborations
268,Looking for webtoon artist to work together,0,164,Apr 26,collaborations
269,I need an artist (revShare),245,287,Apr 25,collaborations
270,Writer Looking To Write For An Artist,7,222,Apr 25,collaborations
271,"Writer/artist looking for artist to assist in drawing my story. Genres: slight horror, fantasy, sci-fi",396,162,Apr 25,collaborations
272,Heyo! Comic Jam-Collab,2,178,Apr 22,collaborations
273,[Unpaid/Collab] Artist Seeking Writer For a Short Project (Open),237,281,Apr 21,collaborations
274,Looking for photo entries for a Kakapo Family & Friends 2022 Calendar,2,75,Apr 21,collaborations
275,How much do manhwa commissions cost?,158,298,Apr 20,collaborations
276,I want to draw your girl OC!,1,5.0k,Apr 20,collaborations
277,I need victims for urban legends,171,109,Apr 19,collaborations
278,New version of Hollow Creek,1,100,Apr 19,collaborations
279,Need an Artist to work with / proposal,145,236,Apr 19,collaborations
280,Comic artist/artists for an online comic,14,316,Apr 19,collaborations
281,(Paid) Looking for anime style artist to do some character designs for me,185,333,Apr 18,collaborations
282,Hi is there any dream fans here that want to help me write a mini fan webtoon comic? XD,3,148,Apr 18,collaborations
283,"Writer looking for na Artist for supernatiral, action Webtoon",112,161,Apr 18,collaborations
284,"Tapas Group Collaboration. Send in your ideas, characters, character descriptions",7,355,Apr 17,collaborations
285,Looking for Writer and Artist for Horror Anthology Project,133,134,Apr 16,collaborations
286,Script Writer Looking for Artist (CLOSED),4,161,Apr 16,collaborations
287,I will draw book covers for money!,204,149,Apr 16,collaborations
288,Need a Writer with at least good background / unpaid Partnership,9,264,Apr 15,collaborations
289,Manga writer looking for artists to collaborate with. (Unpaid),321,484,Apr 15,collaborations
290,The Tamashi Anniversary Art Collab 2021,5,255,Apr 15,collaborations
291,Writer Looking for Artist for a Fantasy/Romance(with a little horror) Webcomic[Revshare],150,215,Apr 14,collaborations
292,Idea for a group collab,8,258,Apr 14,collaborations
293,Writer Looking For Artist~ (CLOSED),150,154,Apr 14,collaborations
294,"Artist Looking for Writer [LGBTQIA+ Story Focused, Collab/Profit Share]",1,292,Apr 13,collaborations
295,Looking for artist for Mini-Comic (paid),95,453,Apr 12,collaborations
296,[PAID] Writer Seeking Artist!,5,447,Apr 12,collaborations
297,Need help with an apocalyptic short story,279,183,Apr 11,collaborations
298,Looking for Artist (Cover and/or Character Profile),2,140,Apr 11,collaborations
299,(Unpaid)Looking for an Artist(preferably over 18) to Collab with for a manga contest,203,237,Apr 11,collaborations
300,[CLOSED]Collab with a fellow artist[unpaid],2,181,Apr 11,collaborations
301,Looking for a colorist who is good with shades and light (rev share),222,130,Apr 10,collaborations
302,Writer duo looking for Artist to draw High-octane battle Manga (Unpaid/earnings cut),7,135,Apr 10,collaborations
303,Writer looking for artist (Webcomic Collaboration),184,182,Apr 9,collaborations
304,Writer looking for artist for Scifi Horror VN project,7,136,Apr 9,collaborations
305,Who has SketchUp or Clipstudio paint?!,226,143,Apr 9,collaborations
306,"[CLOSED] Looking for a Background artist, and writer for an LGBTQ+ comic!",9,201,Apr 8,collaborations
307,[CLOSED] Looking for an Artist Who Can Help Me Draw My Characters,226,141,Apr 8,collaborations
308,Writer looking for an artist for an sci fi fantasy adventure story,11,216,Apr 8,collaborations
309,Writer looking for an Artist for a fantasy and adventure story,490,172,Apr 7,collaborations
310,Wanna cameo in my comic?,6,239,Apr 7,collaborations
311,Colorist & Writer looking for a comic collaboration,266,150,Apr 7,collaborations
312,Looking for Artist for Webtoon,7,240,Apr 7,collaborations
313,Reader/Writer Teamup,235,133,Apr 6,collaborations
314,I’m a writer looking for an artist paid,2,285,Apr 6,collaborations
315,[Paid] Writer looking for collab paid and paid by profit (Closed),177,156,Apr 5,collaborations
316,I’ll make Covers/Thumbnails/Banners [Closed],5,144,Apr 3,collaborations
317,Artist looking for writer(isekai),178,199,Apr 1,collaborations
318,Writer looking for writer(s),1,167,Apr 1,collaborations
319,Noob Writer need Book Cover and Thumbnail (Paid/unpaid),86,232,Apr 1,collaborations
320,"Artist looking for a collab (writers or artists), for short story, Tapas or Webtoon, or any other place (CLOSED)",9,250,Apr 1,collaborations
321,Looking for book cover (paid)(closed),324,249,Apr 1,collaborations
322,Anyone in need of comic flatter?,4,149,Apr 1,collaborations
323,Looking For Temporary Colorist (volunteer),194,114,Apr 1,collaborations
324,Looking for writer to collaborate with / unpaid,4,283,Mar 31,collaborations
325,Writer looking for an artist (BL) (PAID & PAID BY PROFIT),100,246,Mar 31,collaborations
326,[CLOSED] PAID Commissions for Book Cover & Thumbnail?,1,179,Mar 31,collaborations
327,Looking for artist(s) for BL novel adaptation [Profit share],155,132,Mar 31,collaborations
328,Artist looking to collab with artist (fantasy isekai genre),24,192,Mar 31,collaborations
329,"Looking for artist with ocidental style, for games and comics, paid by profit, collab in drive",387,156,Mar 30,collaborations
330,"ARTIST looking for CASUAL, SHORT BL collab [unpaid]",2,199,Mar 29,collaborations
331,Looking for creative writers/world builders,127,267,Mar 29,collaborations
332,Artist looking for Collab,7,630,Mar 29,collaborations
333,Writer Seeking Collab: UNPAID/Urban Fantasy/3-PAGE Short Comic,134,118,Mar 28,collaborations
334,Looking to collab with artist (Unpaid),1,125,Mar 27,collaborations
335,Writer looking for Artist to collaborate with for fantasy comic (Unpaid/Revshare in favor or artist),105,252,Mar 27,collaborations
336,Looking for a Creative Writer/Scriptwriter to Exchange Ideas with (CLOSED),19,163,Mar 27,collaborations
337,[PAID] LF manga/manhwa style artist for fantasy BL,270,212,Mar 27,collaborations
338,BL Anthology/ cross collab promotion,2,120,Mar 27,collaborations
339,Writer looking for Artist to Collab with for Lezhin Webcomic,156,134,Mar 27,collaborations
340,(Unpaid) Looking For Artist For Horror/Dark Tale,1,93,Mar 26,collaborations
341,Want to hire an Artist!,143,360,Mar 26,collaborations
342,This writer searching her artist (paid from earnings),9,183,Mar 25,collaborations
343,Writer Looking To Work For Artist,359,134,Mar 24,collaborations
344,Artist Wanted for Muppet-Inspired Webcomic! (revshare),3,127,Mar 24,collaborations
345,[Paid] Looking to hire webtoon/manga artist for long term project [Closed],159,538,Mar 23,collaborations
346,Collaboration w/ an artist - im a writer,4,215,Mar 23,collaborations
347,Writer willing to help artists (paid/unpaid it doesnt matter),270,142,Mar 23,collaborations
348,Searching for Colorist!,1,148,Mar 22,collaborations
349,Guest Comics for hiatus,143,127,Mar 22,collaborations
350,Artist Looking for collab!,1,322,Mar 22,collaborations
351,Need Artists for new webtoon (unpaid),195,136,Mar 22,collaborations
352,Writer looking for artist for psychological horror mob bl web comic (CLOSED!),1,356,Mar 22,collaborations
353,Commission inquiry [paid] artist wanted for a map drawing in color for novel,152,144,Mar 21,collaborations
354,Anime style Artist wanted (Unpaid),21,156,Mar 20,collaborations
355,"Im tired, loking to draw something for a writer",281,444,Mar 20,collaborations
356,(Closed) Writer looking for an artist willing to make a webtoon with me,1,234,Mar 20,collaborations
357,Searching for a Book Cover Artist (Paid) CLOSED,217,379,Mar 20,collaborations
358,Artist looking for writer! hehe,1,367,Mar 19,collaborations
359,Need a storyboard artist or writer (PAID),145,811,Mar 19,collaborations
360,Seeking minions to do my dirty work (unpaid),3,285,Mar 18,collaborations
361,"Writer Seeking Work (Paid or Unpaid, Up for Negotiations)",202,119,Mar 18,collaborations
362,(unpaid) Need a writer for a comedy/ fantasy,18,417,Mar 17,collaborations
363,Artist and writer willing to work with another writers or artists,655,268,Mar 17,collaborations
364,Writer looking for artist (unpaid) fantasy/romance,8,215,Mar 16,collaborations
365,Music for comics [closed to requests],482,173,Mar 16,collaborations
366,"Writer looking for work (Paid or Unpaid, willing to negotiate)",2,89,Mar 16,collaborations
367,New Webtoon - Need Writers and Artist,176,284,Mar 16,collaborations
368,Writer (and artist) looking for artist to help with BL visual novel(closed),5,163,Mar 15,collaborations
369,Writer seeking artist for BL werewolf series (revshare & more),156,124,Mar 15,collaborations
370,Battle shonen style artist wanted (non-paid),3,115,Mar 15,collaborations
371,Artist Wanted for Invader Zim-esque Gag Comic [RevShare],244,216,Mar 13,collaborations
372,Hiring proofreader with experience [paid],7,152,Mar 12,collaborations
373,One-shot Anyone? (Closed),757,248,Mar 12,collaborations
