,titles,replies,views,activity,category
59,How do your sky looks where you live right now?,44,476,22d,off topic
60,How to deal with cyberstalking?,4,258,23d,off topic
61,Before you start…Tips for “Writer looking for Artist”,99,295,24d,off topic
62,Question about my question of the day thread,9,87,24d,off topic
63,Drop Your Insta/Twitter/Tumblr/etc.!,129,208,24d,off topic
64,What other hobbies do you have?,11,3.2k,24d,off topic
65,Tapiyoka’s Infinite Story Game,159,55,25d,off topic
66,Would you put your comic on a t-shirt?,10,1.6k,25d,off topic
67,Tapas staff has been suspended,178,271,25d,off topic
68,Anybody for a stuck-in-the-car-with-your-little-sibling RP?,36,309,25d,off topic
69,How many subscribers do you get when you just started posting (1 week vs. 1 month),290,141,25d,off topic
70,The rating system on Webtoon (They said there will be changes. What changes do you like to see about the rating system?),15,216,26d,off topic
71,Your character information,209,110,26d,off topic
72,"I draw BL for a living, and I don’t like BL, or Romance in general xD",92,155,26d,off topic
73,[CLOSED] HELP! My Novel is on Trending and Most Popular Fantasy Novels in Tapas,728,185,26d,off topic
74,"[daydreaming] You are now a rich author, tell us an extravagant thing you’d do with your money",15,369,27d,off topic
75,What non-webcomic or webnovel creative endeavors have ya’ll been up to?,315,108,27d,off topic
76,Upcoming project,8,74,27d,off topic
77,"Voting Poll (If Tapas and Webtoon has an option to self publish your work and be on the front page, will you or not?)",115,122,27d,off topic
78,Wanna help me practice my voice acting skills?,160,106,28d,off topic
79,Looking for art friends or writing buddies! Around my age only (I’m 33),1.8k,218,29d,off topic
80,"Lol, I tried drawing for the first time in years",5,103,29d,off topic
81,AnyStories: Is this site legit or not?,100,88,29d,off topic
82,Video Editing Software,8,510,30d,off topic
83,It’s nigh impossible to promo on social media but we need social media to promote,103,476,Jul 2,off topic
84,I hate clip studio paint now,15,179,Jul 1,off topic
85,Robo baby~! I want it,174,81,Jun 30,off topic
86,To my arachnophobic friends!,26,123,Jun 30,off topic
87,It’s small fandom time,339,215,Jun 30,off topic
88,Hey guys looking to commission a sexy horror art pin up commission,8,462,Jun 30,off topic
89,Picky picky pet peeves,113,117,Jun 29,off topic
90,What are you craving right now?,736,123,Jun 28,off topic
91,"Tfw you can be mean to your characters, but struggle being even the smallest HINT of mean to anyone else(Feel free to ignore, just a small little vent post)",5.6k,103,Jun 28,off topic
92,Feel like doodling some lewds today 2/2,403,206,Jun 27,off topic
93,Another positivity post!,5.4k,68,Jun 27,off topic
94,Did you all enjoy the 4th of July yesterday?,11,163,Jun 25,off topic
95,Important question. like _super_ important ya dig?,235,325,Jun 25,off topic
96,Can We Please Stop,8,2.3k,Jun 25,off topic
97,Things You Wish You’d Known,99,225,Jun 25,off topic
98,What is your favorite thing to eat?,98,118,Jun 24,off topic
99,The Weather Outside Is Frightful,779,1.2k,Jun 23,off topic
100,What’s a good fb page name?,19,54,Jun 22,off topic
101,Your OC’s impression of the OC’s above them (summertime covid/nocovid edition),327,149,Jun 22,off topic
102,Who listened to “Don’t Look Down?”,150,54,Jun 22,off topic
103,Hi \( > u < I’m new here,2.3k,82,Jun 22,off topic
104,Cover appreciation post!,12,826,Jun 22,off topic
105,"Would you rather [game time, because the forum is too full with promos]",362,245,Jun 21,off topic
106,Does anyone like Fairytail?,1,139,Jun 20,off topic
107,"A joke thread, lets make some laughs",59,114,Jun 20,off topic
108,Your Comic/Novel Dream “Cast”,15,279,Jun 20,off topic
109,10 second drawing challenge,115,183,Jun 20,off topic
110,(voting polls) Have your comic post been liked/shared by Tapastry and Webtoon Canvas on Instagram and Twitter. What happened after? Did your comic got promoted on the front page of Tapas/Webtoon?,99,276,Jun 20,off topic
111,Earning a Living With Your Series,523,394,Jun 19,off topic
112,Considering Writing in a New Genre Advise?,24,135,Jun 19,off topic
113,Scary Dreams and what they mean,197,109,Jun 18,off topic
114,Tfw you’re done with this weeks update,18,101,Jun 18,off topic
115,Is English your first language?,101,418,Jun 18,off topic
116,The funniest present you ever gave or received for Christmas?,5,460,Jun 17,off topic
117,Anyone on Redbubble?,76,2.5k,Jun 17,off topic
118,What’s new in the Tapas world?,53,96,Jun 16,off topic
119,"There is a singular truth, and moral relativism is a sham",476,214,Jun 16,off topic
120,Pixar discourse thread,15,300,Jun 16,off topic
121,What helps you study?,258,314,Jun 16,off topic
122,I partly blame Stardew Valley for my hiatus,25,208,Jun 16,off topic
123,Why you should watch Oddtaxi? [Anime Review],295,166,Jun 15,off topic
124,I swear to God I’m going to,13,213,Jun 15,off topic
125,Any Users Interested in Travel?,87,1.2k,Jun 14,off topic
126,Did one project ever just take all the inspiration away after finishing it?,46,121,Jun 14,off topic
127,Are you ugly? 🤔,208,1.5k,Jun 14,off topic
128,What Good Thing Happened Today?,88,5.2k,Jun 12,off topic
129,Any tips for writing basic judiciary laws in fantasy settings?,3.2k,1.7k,Jun 12,off topic
130,Just a bit of positivity- positivity thread!,2,310,Jun 12,off topic
131,Show me your plants (and tell me their names!),55,105,Jun 11,off topic
132,Internal bitterness preventing you from enjoying something?,29,172,Jun 11,off topic
133,Dreaming (Lucid and otherwise) - Any interesting ones lately?,1.6k,113,Jun 10,off topic
134,Crawling in my crawl these crawls they will not crawl,9,111,Jun 10,off topic
135,Tropes and cliches that you dislike,271,360,Jun 9,off topic
136,I want to see you gush about your comics/novel,72,1.5k,Jun 9,off topic
137,Should I get back to drawing?,309,191,Jun 8,off topic
138,Latin American Creators Support Group (In Spanish),12,54,Jun 8,off topic
139,Help me estimate my commission rates,141,201,Jun 8,off topic
140,What are your favourite video games from before the 2000’s?,17,126,Jun 7,off topic
141,Be honest if this is you,216,490,Jun 7,off topic
142,What do you do when you have nothing in your bank account,1,1.7k,Jun 6,off topic
143,Why have tapastic changed so much?,110,207,Jun 6,off topic
144,SEO tips for tapas and social media,7,264,Jun 6,off topic
145,Fantasy name pronunciation (and promote!),155,114,Jun 5,off topic
146,I really need to vent,13,1.0k,Jun 5,off topic
147,I think I am stuck (rant),185,225,Jun 5,off topic
148,Come link up your hand drawn comics,57,1.8k,Jun 5,off topic
149,Tapas Premium Comic/Novel Bingo,369,307,Jun 3,off topic
150,How do I fix this?,15,136,Jun 3,off topic
151,That Bo Burnham Special Tho,108,74,Jun 3,off topic
152,Searching for inspiration,3,68,Jun 2,off topic
153,How to eat bread,74,232,Jun 2,off topic
154,What is your favorite element?,6,218,Jun 2,off topic
155,"I can’t believe we killed God, but I’m also reincarnated as a Kpop boy-band member?",122,173,Jun 1,off topic
156,Ringo Awards - Eligibility [sound off] Support Favorite Creators,3,68,Jun 1,off topic
157,Adding your Character on Akinator,106,111,Jun 1,off topic
158,Send me your non human ocs,16,161,Jun 1,off topic
159,What Games Are You Guys Playing?,218,243,May 31,off topic
160,Need to vent a “little”!,6,287,May 31,off topic
161,Favorite “bad” game?,103,318,May 31,off topic
162,What Are You Procrastinating On Right Now?,1,199,May 31,off topic
163,Let’s talk: Trope or Nope?,88,157,May 30,off topic
164,What is YOUR best feeling as a creator?,9,256,May 30,off topic
165,What does Kickstarter do for comics?,510,150,May 30,off topic
166,Thread of cursedness,32,474,May 30,off topic
167,Let’s play a game… Show me things!,476,194,May 30,off topic
168,Looking for a comic that i cant remember the name of,3,118,May 29,off topic
169,Nintendo e3 direct,179,108,May 29,off topic
170,"Hey guys, I just cleaned my bathroom",6,1.2k,May 29,off topic
171,Show of you’re strangest story making ways!,81,88,May 28,off topic
172,I lost a book ive been reading!,6,122,May 28,off topic
173,Just celebrating a weird set of numbers for Views and Subs XD,123,84,May 26,off topic
174,Useful tool to make art with no skill,28,78,May 26,off topic
175,Having a bad day (Hoping I can recover) need good vibes + will give positive comments in return for comics/novels (first 20),215,333,May 25,off topic
176,Weird Pet Stories,6,63,May 25,off topic
177,Confidence for new creators - unpopular opinion : Do not seek criticisms Online,462,481,May 25,off topic
178,E3/Smash predictions?,2,76,May 25,off topic
179,ADHD creators-how do you keep it up?,117,170,May 25,off topic
180,Show me your cats!,27,164,May 24,off topic
181,Let’s write Cheese Poems!,123,92,May 24,off topic
182,Make Your Own Memes and Share Them,6,103,May 24,off topic
183,Give us a fun fact about yourself!,103,319,May 24,off topic
184,"A new process for me, what’s yours?",17,117,May 23,off topic
185,Its a cat on my lap,206,142,May 23,off topic
186,"So, how are your plants?",1,302,May 22,off topic
187,RP to celebrate the beginning of summer break!,68,110,May 22,off topic
188,I shall summon a demon,21,113,May 22,off topic
189,Because i know a lot of people don’t wanna show their face,163,142,May 21,off topic
190,Stupid joke incoming,50,142,May 20,off topic
191,"Food and cooking appreciation, post what you cook",325,196,May 20,off topic
192,Do you know who ate all the doughnuts?,125,95,May 20,off topic
193,So I posted a cover Xd,2.3k,106,May 19,off topic
194,What should I do when my friends disagree with me on story ideas?,21,154,May 19,off topic
195,I don’t know where to put this/supporting each other,225,88,May 19,off topic
196,Kicked Out of Writing Group,21,429,May 18,off topic
197,Science Fiction or Fantasy?,118,230,May 18,off topic
198,You’re not too old to start!,40,511,May 18,off topic
199,Music for the soul,1.2k,70,May 17,off topic
200,What FOOD are you Eating Right Now?,2,6.3k,May 17,off topic
201,Song Transition,54,83,May 17,off topic
202,Anyone got eye exercise tips?,11,128,May 17,off topic
203,Tower of God - Rewritten?,149,176,May 16,off topic
204,I Could Use Someone to Talk With,0,186,May 16,off topic
205,Lets make new friends… even a group of artist!,54,88,May 16,off topic
206,Deviant art- looking for friends,8,87,May 16,off topic
207,Free coloring book,82,276,May 15,off topic
208,Follow and i will follow back,150,183,May 15,off topic
209,Why isn’t there a Tag/genre for Age Gap relationship?,826,278,May 14,off topic
210,Any unpublished character or story ideas?,54,251,May 14,off topic
211,Resurfacing after 3 years,245,113,May 14,off topic
212,Got a YouTube? Share your channel with us!,8,1.0k,May 14,off topic
213,To America’s heroes,139,78,May 13,off topic
214,Does anyone have a migraine after listening to everywhere at the end of time,16,142,May 13,off topic
215,IT’S MY COMIC AND I GET TO CHoosE (Memes),114,236,May 13,off topic
216,"Haha, I have the funny number of subscribers",25,148,May 13,off topic
217,What’s your weirdest headcanon voice for a character in a story you read?,279,87,May 13,off topic
218,How much promotion do you really need?,17,114,May 13,off topic
219,Brrrrrrrrrrrrrrr i Ned to the ground,183,183,May 12,off topic
220,What’s your favorite South Park episode?,21,78,May 12,off topic
221,Like for Like - Writing Contest,276,88,May 11,off topic
222,"Alignment chart but for you, THE CREATOR!",26,157,May 11,off topic
223,What’s your favorite pokemon?,394,373,May 11,off topic
224,ClipStudioPaint TeamWork feature,4,82,May 10,off topic
225,Help with Cover Concept,135,162,May 10,off topic
226,Stupid Artist (and Writer) Problems,5,643,May 10,off topic
227,What is your phobia? ☠☠☠,109,1.1k,May 9,off topic
228,How to Upload A Page of My Story?,10,496,May 9,off topic
229,The Second Dose of the Vaccine (Covid-19),101,526,May 9,off topic
230,Would you like a Tarot Reading?,82,376,May 8,off topic
231,Any fans of Pro Wrestling around?,418,192,May 8,off topic
232,"Compartan sus comic y novelas en español aqui, quiero leer algunas :D",21,826,May 8,off topic
233,Remembering Kentaro Miura: Creator of Berserk,460,201,May 8,off topic
234,World Goth Day | Show your goth characters,17,187,May 8,off topic
235,New Discord User,2.5k,78,May 8,off topic
236,What’s everyone’s current job?,2,301,May 7,off topic
237,Mangatoon exposure. Are u posting here?,96,1.2k,May 7,off topic
238,What are philosophers called in British English?,12,156,May 7,off topic
239,Why are there so many “Looking For Artist” Collabs?,214,215,May 7,off topic
240,Link your instagrams!,28,745,May 6,off topic
241,Eternals - Trailer,300,76,May 6,off topic
242,Ask your random questions here,21,975,May 6,off topic
243,DC or Marvel ? ( comics and movies ),314,256,May 6,off topic
244,Character Design issue or something else? (MLP talk),9,177,May 5,off topic
245,Hit me with your top 3 sad songs that aren’t about love or getting dumped,208,434,May 5,off topic
246,Hey y’all. Im having a lazy day,12,178,May 5,off topic
247,What inspired you to start writing?,166,171,May 5,off topic
248,Any ARMY members?,10,109,May 5,off topic
249,Why is that we don’t see more of anthology comics and graphic novels from the Big 2 (Marvel and DC)?,213,193,May 5,off topic
250,The White Raven (and other fictional names),13,94,May 5,off topic
251,Kentaro Miura recently passed away,1.2k,321,May 5,off topic
252,I am confused : D,6,207,May 4,off topic
253,"Lores, how deep they are and how they affect you?",121,181,May 4,off topic
254,I’m gonna fucking die alone,65,269,May 4,off topic
255,I wanna make some writer friends,1.5k,76,May 4,off topic
256,Navillera: Like a Butterfly Neflix show,539,86,May 3,off topic
257,Promote your short stories,5.2k,93,May 3,off topic
258,Tweeter poll : https://twitter.com/Sarah_crows/status/1394782708111450118,19,67,May 3,off topic
259,HELP! Help Me Find The Perfect Song,1.7k,90,May 3,off topic
260,Signature Vehicles?,34,114,May 3,off topic
261,Just had my first commission!,310,106,May 3,off topic
262,Webtoon Stat Experience,10,3.8k,May 2,off topic
263,The oc telling thread,105,1.9k,May 2,off topic
264,Bad/Weird Group Project Experiences,6,215,May 2,off topic
265,"With english not being ur 1st language, what’s the weirdest mistake you’ve made learning it?",172,221,May 1,off topic
266,What was your scariest nightmare?,12,240,May 1,off topic
267,⬜Just An Evolution ⬛,113,941,May 1,off topic
268,I have a lot of questions,8,184,May 1,off topic
269,60 subs celebration!,111,67,May 1,off topic
270,What’s your secret interest?,47,326,May 1,off topic
271,What does kids born in 2004 know about Mean Girls?,360,154,May 1,off topic
272,I hate coloring hair tips!,62,211,Apr 30,off topic
273,What are the pros and cons of adapting concept albums into a comic book?,1.5k,100,Apr 29,off topic
274,I got a strange theory,14,214,Apr 29,off topic
275,Do you ever feel that inanimate objects have feelings too?,191,232,Apr 29,off topic
276,I’m running a giveaway. Everyone is invited,0,79,Apr 29,off topic
277,Any Amino Users?,54,51,Apr 29,off topic
278,Weirdest or most disgusting things You ever ate?,13,399,Apr 29,off topic
279,Tapas gets acquired 100% by Kakao Entertainment,201,1.1k,Apr 29,off topic
280,Tapas Mobile Notifacations!,18,53,Apr 28,off topic
281,The chillest music that kinda lets the inspiration flow,126,140,Apr 28,off topic
282,"Gift to,you (sorry)",41,92,Apr 28,off topic
283,A Little Inspirational Motivation,490,57,Apr 28,off topic
284,Who saw the movie Mean Girls?,55,173,Apr 28,off topic
285,I keep hitting the like limit and that makes me sad,1.7k,84,Apr 28,off topic
286,Things i wish Tapas would have,10,191,Apr 28,off topic
287,Why is that some comic book writers want to get others to create their comic book or graphic novel for them?,207,147,Apr 28,off topic
288,Kakao going for Tapas?,2,869,Apr 28,off topic
289,Nice things to do;+ a joke,264,73,Apr 27,off topic
290,Author ranting corner~,13,141,Apr 27,off topic
291,Can you describe your comic in 3 words?,114,24.3k,Apr 26,off topic
292,Memes i looked at when im sad,7,88,Apr 26,off topic
293,I hit the 25 milestone! Yay! Thanks!,1.0k,86,Apr 26,off topic
294,What Music Should You Use For Chapters?,9,114,Apr 25,off topic
295,Removed Post of The New Maker,225,121,Apr 24,off topic
296,Rough Draft Page Now Open,13,96,Apr 24,off topic
297,Share your theories about movies!,1.8k,69,Apr 23,off topic
298,I realized that I spammed the forums,31,155,Apr 23,off topic
299,Deleted Forum Post,307,130,Apr 23,off topic
300,What movie/video game that you were too young to see in theaters?,5,224,Apr 23,off topic
301,New People! Why are you on Tapas? Introduce yourself!,136,230,Apr 23,off topic
302,How difficult do you think it would be to learn to draw/start a webcomic on a phone?,3,145,Apr 23,off topic
303,Just wanting to talk,74,120,Apr 23,off topic
304,Why is that musicians or bands like making concept albums?,8,185,Apr 23,off topic
305,Introduce your pets!,68,316,Apr 22,off topic
306,Can anyone give me random info on the stonewall riots?,22,130,Apr 22,off topic
307,Milestone achievement!,232,1.6k,Apr 22,off topic
308,Hi can I ask u guys about background comics?,24,184,Apr 22,off topic
309,The Tale Behind Your Comic/Novel,218,435,Apr 21,off topic
310,Why is that people drop out of high school?,8,370,Apr 20,off topic
311,Any Beatles fans here?,173,82,Apr 19,off topic
312,Show me your art supplies!,0,135,Apr 19,off topic
313,Are you angry? Rant about what ails,68,163,Apr 18,off topic
314,Frustration and burnout,2,199,Apr 18,off topic
315,Post your 3 favorite Tapas Forum Topics- can include yours,111,382,Apr 18,off topic
316,Do you know any anime anthology films?,10,344,Apr 18,off topic
317,Top comment function actually stop people from commenting?,161,130,Apr 18,off topic
318,Why is that some comic book writers hire ghostwriters?,30,184,Apr 18,off topic
319,Who do I start a fictional universe?,243,201,Apr 17,off topic
320,Radish Application,19,151,Apr 17,off topic
321,Why is that non anime directors direct an anime movie?,287,98,Apr 17,off topic
322,What’s animesque?,38,153,Apr 16,off topic
323,Motivation it has returned!,318,105,Apr 16,off topic
324,Why is that some anime anthology films are cancelled?,24,166,Apr 16,off topic
325,What advice do you have for aspiring comic book writers?,199,91,Apr 15,off topic
326,Artfol curiosity,4,377,Apr 15,off topic
327,Typical time to fulfill the “25 subscribers” milestone,157,1.8k,Apr 15,off topic
328,Vtuber (my lil adventure) - Tips and programs all for free,38,195,Apr 14,off topic
329,Celebrity crush,256,315,Apr 14,off topic
330,Things I want to rant about that don’t deserve a full thread,3,270,Apr 14,off topic
331,Should I get IPad 6 128gb or IPad 7 32gb for drawing?,150,158,Apr 14,off topic
332,What to do when your (im) not good enough? [serious],30,353,Apr 11,off topic
333,COMIC MUSICALS and where to find them,474,124,Apr 10,off topic
334,What is your day to day life of a creator?,30,142,Apr 9,off topic
335,Tapas Discord (unofficial or official) For Novel Writers,194,107,Apr 9,off topic
336,What do you think of the comic book title Lily?,2,81,Apr 8,off topic
337,"Comic creators, show your story scenes which happened at SUNSETS",118,698,Apr 7,off topic
338,Share IRL spoopy ghost stories,5,123,Apr 7,off topic
339,Manga Character Crush,108,179,Apr 6,off topic
340,Let’s share our pets!,38,345,Apr 6,off topic
341,"I’m looking for beginner artists, to test my teaching skills on them🙂",1.2k,143,Apr 5,off topic
342,Let’s Talk About Your Username/Penname,2,501,Apr 5,off topic
343,Share your work playlist,88,91,Apr 4,off topic
344,"Music that all can listen to, share your pride from your country",3,66,Apr 4,off topic
345,Handwriting comparisons!,122,150,Apr 3,off topic
346,Hearing Aid Question,3,166,Apr 3,off topic
347,Corona Awarness Competetion,84,100,Apr 3,off topic
348,Virtue-based vs calm-based routines,0,151,Apr 3,off topic
349,Share your weird/crazy/funny dreams here!,78,332,Apr 2,off topic
350,"Today as well, Twitter managed to ruin my day",33,390,Apr 2,off topic
351,A Heartfelt ‘Thank You’,333,143,Apr 1,off topic
352,What was your most hardest experience and lessons you’ve learnt becoming a creator,1,242,Apr 1,off topic
353,"Checking in, how is everyone doing?",63,243,Apr 1,off topic
354,Song you’d like to turn into a comic/novel,40,243,Apr 1,off topic
355,Being a small Author is a lonely experience?,481,435,Mar 31,off topic
356,(T/F): ‘You can love something and still be scared of it’,2,128,Mar 31,off topic
357,Theme Song/Song that Inspired your Novel/Comic?,76,195,Mar 30,off topic
358,Your Novel/Comic adjacent-to-unrelated Plans,25,220,Mar 30,off topic
359,Draw a video game character that could step on you,170,106,Mar 30,off topic
360,Do you have a patreon account?,26,288,Mar 29,off topic
361,"Was looking for a new pfp and saw this and others isn’t it cute? 🥰 (also the artist is the comments, thxs to that person)",164,135,Mar 29,off topic
362,Which character would you play?,4,120,Mar 29,off topic
363,The Museum is Moving!,92,201,Mar 29,off topic
364,Terrible poll with terrible choices,6,133,Mar 29,off topic
365,Sentence for Titles,103,147,Mar 28,off topic
366,"Aside from the obvious, what do you miss the most in 2020?",36,264,Mar 28,off topic
367,Sharing Out Stories of Discrimination and How to Cope With It,319,283,Mar 28,off topic
368,Toot My Own Horn,11,124,Mar 28,off topic
369,NEW COVER and very EXCITED about it,117,80,Mar 27,off topic
370,"Do you have a blog? If yes, please help me write a Privacy Policy?",9,67,Mar 27,off topic
371,Unpopular Opinions! (Movie Edition),142,434,Mar 27,off topic
372,A question about social relations systems in video games,41,227,Mar 26,off topic
373,Artistic Late Bloomers,302,290,Mar 25,off topic
374,School on Friday is Useless,14,175,Mar 25,off topic
375,What Was The Last Movie You Watched?,110,352,Mar 25,off topic
376,"Close to 400 Subs Milestone (5 left) Help me and I’ll read, possibly sub, give positive comments & a thank you gift",1,248,Mar 25,off topic
377,I would rather have a few readers who comment then a bunch of subs (Grateful for everything tho). Anyone else?,113,133,Mar 25,off topic
378,Drop your Twitter!,0,718,Mar 25,off topic
379,What to do when you write something so personal it makes you upset,142,198,Mar 25,off topic
380,Your character’s MBTI type. ✨,3,221,Mar 25,off topic
381,Trying to upload 1 chapter a week,142,75,Mar 24,off topic
382,I’ll draw your Characters for reads (2/5) OPEN,22,226,Mar 24,off topic
383,Which website do you use the most?,196,254,Mar 24,off topic
384,ANZAC Day in the Driveway,2,72,Mar 24,off topic
385,"If There was a Discord Server for Horror Related Stuff, Would You Join?",95,63,Mar 24,off topic
386,What’s your favorite anime?,1,116,Mar 24,off topic
387,Tell Me a Joke I Want to Laugh or Read My Joke if You Want to Laugh,106,134,Mar 24,off topic
388,Share Your Social Media,11,399,Mar 23,off topic
389,Post any type of memes,154,59,Mar 23,off topic
390,Has anyone made/considered making a discord for this community?,0,320,Mar 21,off topic
391,Positive Exercises!,88,173,Mar 21,off topic
392,Video ads revenue is now rolled out on Webtoons. When will Tapas?,28,579,Mar 20,off topic
393,Me singing? I am desperate for an outside opinion ;-;,429,180,Mar 20,off topic
394,Hilarious achievements!,23,208,Mar 20,off topic
395,Did any of you guys see Invincible?,230,103,Mar 19,off topic
396,Some Sort of Support Group? I Think?,39,80,Mar 19,off topic
397,Favourite Podcasts?,511,118,Mar 19,off topic
398,A guy harassing me is going on about how he’s going to take my book and publish it,0,292,Mar 19,off topic
399,Nothing like finding your scripts being sold on Amazon by a company you never heard of,70,225,Mar 19,off topic
400,New keyboard. it pulses. I’m in heaven,504,140,Mar 19,off topic
401,AAPI Heritage Month Discussion,6.3k,430,Mar 19,off topic
402,The reason why Kakao and Naver are investing in webcomics so aggressively,2,529,Mar 19,off topic
403,What’s your mandatory high-school literature in your country?,83,218,Mar 18,off topic
404,For Friday Fun… What time of night does your muse demand audience?,11,126,Mar 18,off topic
405,Anime recommendations and place to chat about anime!,128,178,Mar 18,off topic
406,Looking for a screenwriter who likes anime!,3,64,Mar 18,off topic
407,Is This How You People Live? Therapist goes to psychiatrist for the first time,176,357,Mar 16,off topic
408,"Just reached 500 subs, and I might be crazy, but I’m not happy",7,462,Mar 16,off topic
409,"If you were a powerful mage and ran out of magic in the middle of a combat, what would you do?",186,317,Mar 16,off topic
410,What are your Favourite Webcomics/novels,0,80,Mar 16,off topic
411,Who’s your fan cast!?,88,375,Mar 15,off topic
412,How to Graphic design for beginners (maybe?),5,98,Mar 15,off topic
413,Feel so sad after reading Clamp’s Tokyo Babylon,87,98,Mar 15,off topic
414,Help I need to find a Webcomic!,4,75,Mar 14,off topic
415,#TooLongForTapas,276,284,Mar 14,off topic
416,What movie is this? (WRONG ANSWERS ONLY) :D,18,1.1k,Mar 13,off topic
417,"No context, caption this!",183,84,Mar 13,off topic
418,So It’s Basically,17,1.8k,Mar 12,off topic
419,The Importance of Colleagues,278,147,Mar 12,off topic
420,Looking for this webtoon/manga,21,82,Mar 11,off topic
421,Seeking out comic creators!,251,228,Mar 10,off topic
422,Has anyone used a local printer in the UK to print a comic?,1,813,Mar 9,off topic
423,"Guys, help. I’m looking for some Bl comics that I read ages ago",113,123,Mar 8,off topic
424,Boosts to Self-Esteem,52,230,Mar 7,off topic
425,"Oh God I’m terrified: the tendrils of my every individual action reaching out to large scale social discourse is weighing down on my conscience; every messed up thing I do at an individual level contributes to all the suffering in the world, but on the fl",1.0k,492,Mar 7,off topic
426,Dance tells a story,0,81,Mar 5,off topic
427,Scream into the void thread,78,275,Mar 5,off topic
428,Show Off Stuff You Have Made For Fandoms!,6,434,Mar 4,off topic
429,Someone knows how I get a toyhouse code?,142,399,Mar 4,off topic
430,"Emotional support, stress, and encouragement",13,152,Mar 4,off topic
431,What do you think the age group/rating for your comic would be,236,185,Mar 4,off topic
432,Dungeons And Dragons 5E/ RP,9,70,Mar 3,off topic
433,Miembros que hablen Español,148,1.3k,Mar 3,off topic
434,Just found out the company i interviewed with isn’t going to hire me!,3,286,Mar 3,off topic
435,Love VS Friends: Where is your loyalty?,87,163,Mar 3,off topic
436,✨Show off your weird sketches/drawings (doesn’t need to be good) ✨ Have Fun!,6,558,Mar 2,off topic
