,Topic Title,Category,Tags,Leading Post,Post Replies,Created
64,Can’t find a comic (HELP!),Answered,[],"I can't remember the name of this great comic! It was about this boy, he wants to become a singer, who was accidently killed by the goddess of death. Now, the goddess, the god of time (her husband), Osiris (Egyptian god), there were some grim reapers there too. The reapers were the goddess and time god's kids. The boy's father is a nurse at a hospital, while his mother got real sick and passed away.
The boy was also stabbed, and died, but he came back to life...
There was more stuff too! I remember that the comic art was black and white","['The closest I can think of is No Future by Kura', ""YES! THAT'S IT!! Thank you!!""]",12/6/2020 15:31
65,Is there a rule on Tapas regarding creating multiple accounts to surpass milestones quickly?,Answered,[],"I hope this doesn't come across as rude, but I'm really confused.
So, I just came across a novel by a creator who has the Support turned up, which is pretty normal. But, since the story I checked has only 20+ subs, I decided to check the creator's page. There are a lot, like I mean a lot, of incomplete stories on their page. I checked one by one, a lot of them were 1 - 5 subs, and most of them were < 25, to the point I really thought that the accumulation of subs determined the 250 milestone.
But, I finally came to the one with 250+ subs, and decided to check the subs. Most of the subs on the first page were random alphabets of a name. And even on the last page, most accounts only subbed to this specific story. So, my initial guess is that... the creator possibly created a lot of account to sub their story to reach the milestone.
Does Tapas have a regulation relating this? Or is that allowed?
(Also, I'm not asking about the subs being dead subs, and I know it might not be my business to question it. I just... found it curious)","['Yes, this is against Tapas terms of use, so you should probably flag the work with the staff to be looked into.(see bottom of this article. Having fake accounts made or making them to boost the readership of a work artificially is not allowed).\n\n\nhelp.tapas.io14\n\n\n\nHonesty policy\nExploitation of Ink\xa0\nSince not all readers are able to purchase Ink, Tapas offers ways to gain free Ink to support favorite creators or read locked episodes. We do this by offering video ads, surve...\n\n\n\n\n\n', 'Thank you so much. How should I flag it? Should I report one of the chapter in that specific story?', 'When I first got here and was figuring which buttons to push I inadvertently subscribed to one of my own pieces. As I got more familiar with the site I ""unsubscribed."" I\'ve got a low number of subs and frankly? I\'m okay with that. Novels are new from the writing I used to do so, I\'m learning. I don\'t expect a lot.\nWhy do people do what you\'re talking about? Sorry, I don\'t get it... well, yeah, I do but... sheesh.\nWrite hard, Write true.', 'Yes, there is a report option on the story', '\n\ntherosesword:\nWhen I first got here and was figuring which buttons to push I inadvertently subscribed to one of my own pieces. As I got more familiar with the site I ""unsubscribed.\nSome people have an issue with subscribing to their own work but I don\'t see the problem with it. Makes it easier to check for new comments and such in your phone app when you\'re not near your computer.', 'I can see the logic in that but I rarely check on my phone and at this point few people make comments. My mind may change if things change!\nWrite hard, write true.', 'I sub to my own to see that updates were posted correctly. It’s normal, one account, clearly your own, first to sub, maybe even the only one. I mean, if you are not a fan of your own work, why would others be, heh.', '\n\ntherosesword:\nWrite hard, write true.\nStop telling me to write hard, I break enough pencils as it is! Lol!', 'Thank you so much! I reported it.', ""I used to wonder if it's possible I sub to my own story (I still don't). But, I think subbing to your own story is alright. It's only one more sub.\nThe problem, though, I found this user created over 100+ account, maybe almost 200, all to boost their subs  Can't get my head around why people would do that."", ""lol, buy more pencils!  There's never too many pencils broken when writing. Break more! "", ""\n\nshfra13:\nlol, buy more pencils!\nI'm already keeping a sizeable portion of the timber/logging industry alive!\nRandom Canadian families send me X-Mas post cards thanking me as it is!"", ""Ah, that's smart! "", 'I have been under the impression once you break the 250 goal (we\'\'re at 243 currently) on just one of your creation entries, that was enough to get ink privileges for just that one comic, right?\nOr...do you have to get 250 subscribers for all of your creations? Someone clue me in because the ""inking"" part is still wildly misunderstood. I\'ve seen other situations where people with way under 250 subscribers still able to get ink too. \nNot COMPLAINING, mind you, because we\'re so close to our goal - just curious. \nGo Team!\n\nimage.png511x511 124 KB\n', 'No, it has to be on a single one. Then you designate it as Main series, and all the ink etc piles up on it. The subs across multiple works do not add up.\nPeople who get ink unlocked before 250, use Tapas promotions. A few times a year, Tapas allow unlock ink without subscriber count prerequisite.', ""Oh, alright, that clears things up, thank you.We'll just bide our time then, hopefully make it this week. "", 'If I recall correctly, once you surpass the milestone and unlock the Support program, readers are able to support you from whichever series you have, not only the single series that surpassed the milestone. I believe I have seen a creator with one of their series has 250+ subs and their other series has < 100 subs; both have Support button available.', ""Oh, okay, well that's great to know. Thanks.""]",10/27/2020 6:03
66,What does going premium imply?,Answered,[],"I know that even if I pitch my novel, I might not get selected, but still, I want to make sure I know what I'm getting myself into before pitching my work and wasting anyone time.
I have a few questions about premium and stuff.

Would people have to pay to read my work? (I think going premium could get me some visibility, but I don't feel good putting a paywall on my work, especially because my target audience is teens, and they don't usually have that much money...)
Would I have to sign a contract?
What would the contract say?
Would that mean tapas could call the shots on what happens in the story? (I'm not talking about the guidelines, I can follow those just fine, I'm talking about the plot)

Thanks in advance for any answer...","[""\n\nAims:\nWould people have to pay to read my work?\nAt the current moment, yes that's what it means. The other options for Premium aren't available to novels yet.\n\n\nAims:\nWould I have to sign a contract?\nYes\n\n\nAims:\nWhat would the contract say?\nThat is under terms of NDA with Tapas, you'll see it when you get to the stage where you can sign it and read through it.\n\n\nAims:\nWould that mean tapas could call the shots on what happens in the story?\nNo, it's still your story, but they may ask you to make developmental changes to it as part of editorial. That's what it means to work with a publisher unfortunately."", ""Thanks! Guess I'll remain relatively indie then."", ""Generally any changes they request developmentally are in the interest from their side of the story being streamlined down a set path and set plot. It's not a bad thing, but it may make you leave out elements or side stories that you had planned to be in certain parts.""]",10/12/2020 15:09
67,Help! I can’t find my subscribers to thank them! D:,Answered,[],"So, before I started uploading a series, I subscribed to a couple of small comics and their creators came and thanked me personally for subscribing. I thought that was neat, so I wanted to do the same when I started uploading... but I could only find two of the 6 people who subscribed. I tried searching for them under ""people"" and even tried a few different spellings (like, capital I instead of lower-case l) , but I still can't seem to find them. D:
One of the people I can't find is my sister, so I know for a fact that it's a real person with a real account. She is under 18 though, and just made her account on tapas (she mainly reads webtoons and wattpad), so I don't know if it has anything to do with either of those things? Or maybe it's related to the recent bot attack?
Also my apologies if this isn't the right category, I couldn't decide between ""questions"" and ""tech support"".","['So what I do is go onto my dashboard and then click the subscriber number under the the title.That will lead you to a page where all your subs are listed.', 'Oh my god, I am dumb! I kept clicking on my series title and it would obviously just open my first page, I forgot that other info page existed, haha.... thank you very much!', ""You're welcome! And they changed how to get to your sub page in the site update, well more like there's only one way now so don't think too much of it."", ""Hey! I know it's already answered, but here's another way to see your subs! If you click on your profile (homepage?), you can see below your name, there's an icon with a number (like shown below). You can click that and it will direct you to people who subs to you.\n\n20201002_142529.png720x594 35.9 KB\n"", 'Thank you! I see there are a couple of different ways of getting there now. Here I was trying to search for them by their name, haha... ^^;', ""Sure! Sadly, we can't find people from their username:( I wish Tapas allows us to find another user by their username. We can only search their name, and it seems to only find creators:(""]",10/1/2020 12:30
68,What tags should I use?,Answered,[],"If I understood correctly, if you use tags on the episodes' descriptions, it will be easier for staff to notice you and you're more likely to get featured, right?
So yeah I was wondering what tags are out there. (Do they need uppercase letters? Do some of them have spaces or are all tags glued together? That kind of stuff) I want some examples to make sure I'm typing them correctly and stuff.","[""As I understand it, it is only the series-tags that are useful. The episodes-tags are just for the show under the episode and do nothing. \nThe tags you should use in your series-tags can be anything. Your penname. Your character. A special setting. Reference to what might have given you inspiration\nTry to find similar series as yours and see what they have, and don't have."", ""Echoing what jens has said series tags are what works and are what search is looking at. Episode tags are often times used either for additional commentary not in the description (or used to before the tag limit) or mentioning the names of characters on the page for people who may have forgotten (I like them).\nWhen it comes to series tags, aside from the main genre/genres you've picked it can be useful to include your subgenre and tags related to relevant things in your comic (i.e historical romance, steampunk, highschool, flowershopAU)\nThe list goes on for what you can include but it helps to see what others have done for their series""]",9/26/2020 6:37
69,The support banner of my account is not working,Answered,[],"Wanted to report a strange issue with the support banner.
I've checked my comic and the support banner is not appearing despite adding it.

Screen Shot 2020-09-19 at 12.38.57 PM.png708x334 62.6 KB

when i put the mouse over the drawing it says ""no file choosen"".
My comic is Rocky the rock. Here is the link just in case:
https://tapas.io/episode/8034133
Hope this help figuring out the issue and thanks a lot in advance.","[""The support banners do not appear to yourself if it's related to Ink while logged into your own account, looking at your own work. ((The other banner that can link to your own website or such, however, can appear, and will appear to the left of the Support with Ink banner in the same area  And you will be able to see that one. You just can't see the ink one, since you can't give yourself ink))\nAs you can see, since I'm not you, it appears for me.\n\nimage.png1920x1080 530 KB\n"", 'Thanks a lot for checking out!, glad to know it works for readers ']",9/20/2020 0:02
70,Question about the LGBTQ+ genre,Answered,[],"Heyo, I had a quick question.
For the LGBTQ+ genre. Is it okay to mark a story in that genre if it just features LGBTQ+ protagonists, or is the genre primarily focused on characters' experiences as LGBTQ+ people? Like if most of my protagonists are gay or trans, but it's not usually focused on as the main point of the story, would it still be okay to mark that genre for it, or is it only for stories where them being gay or trans would be the primary focus.
Like if a story has a superhero who's a gay man, but his relationship with his partner is more of a minor background plot with the primary focus of the story being his work as a superhero, would that still fit the genre? Or would it only fit if him being gay was the primary focus. Likewise if a character is agender, but the story is focused on them rescuing people in a collapsed building, would it still fit the genre? Or would it only be tagged LGBTQ+ if them being agender and the experiences that comes with it was the primary focus, rather than just a character detail.","['If your series is action, set the Action genre as the main one, and add LGBTQ+  as the secondary genre.', ""\n\ncutestgirlyhere:\nLike if a story has a superhero who's a gay man, but his relationship with his partner is more of a minor background plot with the primary focus of the story being his work as a superhero, would that still fit the genre? Or would it only fit if him being gay was the primary focus. Likewise if a character is agender, but the story is focused on them rescuing people in a collapsed building, would it still fit the genre? Or would it only be tagged LGBTQ+ if them being agender and the experiences that comes with it was the primary focus, rather than just a character detail.\nYeah, I'd put that as an Action/LGBTQ+ ...like I did with my comic, which is mainly about knights who fight monsters, but a bunch of them are gay, bi, pan, ace and/or nonbinary and there will be a f/f romance later. It's mostly an action comic, but the secondary genre is nice to show that it's a queer action comic by a lesbian. "", ""Alright, thank you two, I'll put it as Action/LGBTQ+ then."", 'The LGBTQ genre is mainly so that queer people can more easily find queer content, so if you make queer content and queer people is your target audience you can put your story there!']",9/19/2020 11:22
71,Any forum suitable for looking another artist for cross promoting comic?,Answered,[],"Since canvas artists in my country have their own forum for cross-promoting each other comic, how about english speaker artists? Do we have any certain forum/discord for looking at any cross-promoting partners for our tapas and canvas comic?",[],0
72,Looking for another BL comics for crosspromoting,Answered,[],"I am looking for 5 tapas and 3 webtoon canvas BL comics for cross promotion.I will put your banner it the end of my next week chapter (you can see it at the end of my chapters)


webtoons.com9



My housemate is a vampire
Bram Chairil Anwar, an aimless Indonesian freshman, suddenly finds himself in on his trippiest college experience yet when he discovers the vampiric nature of one of his housemates.





After that, I will mention you back after updating, and kindly also  mention/message me back after you have done promoting me. Just drop your links if you interested.","['I mean, its a novel but, idk\n\ntapas.io2\n\n\n\nIs this love? | Tapas\n4 boys. 2 instant lovers. 2 grow. 1 world. Will they be able to find a way into the others heart?\n\n\n\n\n\n', 'And do you have a tapas link i could use?', 'I apologize, but I am specifically looking for another BL comic creators this time ', 'XD sorry lol..............']",9/14/2020 10:43
73,Questions for my QnA,Answered,[],"Hey! I wanted to make a QnA session for my next episode. Can anyone suggests any questions??Here's a link to my comic:


tapas.io3



KoloComics | Tapas
Your weekly dose of Kolo's shenanigans. She's weird and she knows it.





","['try to ask your subscribers to ask you questions. in general, the purpose of FAQs is to centralize the most recurring questions that people ask an artist or author. If it is indeed FAQs that you speak while saying QnA?', 'Oh I get it. Yeah I meant to say FAQ. Thanks for the response!']",9/13/2020 17:12
74,[ANSWERED] Hello! New creator question!,Answered,[],"Hey all!
I'm preparing to start publishing my first novel on here in the not too distant future.  Exciting!As part of that preparation, I'd like to create the series itself and work on queuing up/scheduling posts in advance and figure out how much I'd like to be available on launch (which is a little while off yet). I like seeing things visually in advance.
So, the question(s)!
When I create the series in advance in this way, does it already then show up under new releases - even without published episodes (only scheduled ones)? Or does it pop into new releases upon the first scheduled episode unlocking?
I couldn't find anything about this in the guides, but if I've missed something, feel free to point me in the right direction.  Would be kind of silly to take up a spot in new releases without any actual content available to read yet.
Thank you for reading!","['Are you referring to the fresh section? If so you need to publish some episodes I think for it to appear in the feed', 'Ah no, there is one called ""New Releases""?  \nEdit:The link doesn\'t work, but it\'s on the front page!', ""I'm not sure myself, but maybe @ratique or @KRWright will have an answer. \nAlthough, logically speaking, I think it shouldn't. But better safe than sorry. "", ""I'm not sure if this is what you mean, but I plan to make a second comic to my first one and I have already opened this comic - but I haven't uploaded anything yet. Since there are no episodes, there is no second comic in my list. =)\nIf you want to schedule episodes, I recommend not scheduling too many in advance, max. 1-2 =) I do not know, however, if the comic shows up when you schedule episodes. =)\nAlso, as far as I know, it is not possible to change the order of chapters after uplading/scheduling, so make sure everything is in order before you upload the first of many episodes \nGood luck with your novel! <3"", 'Thank you for the answer! ', '@Fuzed Yes, I just wanted to be sure! Logic isn\'t always a given, haha.Thank you for tagging people. \n@ratiqueOhh, alright. Yes, I wasn\'t aware since it was only called \'New Releases\', and not ""New Premium Releases"", haha.Thank you for clarifying.  I will start setting things up then!', 'No worries.  Good luck with your series!', ""@cleo_sanAh yes, I'd like to just set it up first in peace and quiet. Those are good tips about the order! Even more the reason to schedule in advance so I don't mess up the order, haha. But surely you can edit the contents of an episode, so as long as it hasn't been published yet, you can sneaky-change the text?  \nThank you, good luck to you as well on your comic!"", 'Just came here to sayRATIQUE for president!!!', ""I'm mainly in comics, however, you can edit a published (or a scheduled) chapter at any time =) Sometimes I found a typo in a published page and it was no problem at all to change that. You can even choose to notify your subscribers of the change, e.g. if there's just one letter missing, you don't have to. If you accidentally forgot half the chapter, a notification is advisable =)And another thing: Please keep in mind, that your readers see that SOMETHING is scheduled, although they can't access it =) So scheduling too much might lead to questions, why you schedule that much and not publish it right away if you have 10+ chapters at hand and pre-scheduled "", ""Thank you again! Those things are good to know! Editing is your friend.  Would hate to have a typo be stuck there into eternity ... I'd go insane looking at it. Useful to have a notification-tool if making big changes, as well.\nI don't think readers can see everything that is scheduled, just the next upcoming post?At least that's what my current testing has shown me. I had someone check what they could see, and they could see episode 1 with an upcoming release date, but not episode 2 and 3.   I can see them all, naturally. So they'll never know how BIG (or increasingly small) a buffer might be.  \nEither way, the day I get a reader coming at me for something they don't like/question, I will have met a milestone!  HAVING READER(S)!""]",9/10/2020 12:30
75,"I need some help. Do I go traditional, or continue trying digital?",Answered,[],"I'm in a bit of a pickle. As I'm sure some of you know, I'm working on a comic. I'm currently trying to draw the pages for this comic digitally. Unfortunately, it's proven much more difficult than I thought. I admit I'm very inexperienced with digital art, so I'm assuming it gets easier with practice, but I want to get these first 2 chapters done before mid-September. So I want to ask you all for your opinions. Do I continue trying to draw the pages digitally? Or, should I try to draw them traditionally instead? Of course if anyone has any other suggestions, I'd be happy to here them as well.","[""I draw my comics out on paper in pencil, then scan in and digitally ink/finish them with an art tablet and CSP. What kind of set up do you have for making your comic digitally? Also, what is the biggest problem you are facing right now? It does get easier to do things digitally once you've done it for a while, but if there's a specific issue you have a question about, someone here might be able to help you with a more concise answer."", ""Do you have a specific reason you need them done before then? Is it because of the end of holidays or something?\nDigital art, like anything, does get easier with practice, and for most people after a short while tends to outpace traditional in terms of making something quickly, and more importantly, making something quickly that also looks polished and is print-ready. Traditional, even if you're faster at making it, the scanning and cleanup to make it ready for print or online use, can add a lot of time and work, especially with comics, where you'll want to make use you scan everything so the panels are perfectly perpendicular and then clean it so there's no dust, scan shadows or the like and good contrast or it'll look  amateurish."", ""\n\nryoko:\nWhat kind of set up do you have for making your comic digitally?\nI'm using a laptop that I'm borrowing because my actual laptop is a Chromebook that can't run drawing tablets that well. As for the tablet, it's a Huion Inspiroy H640P. I'm also using Krita as my main drawing program.\n\n\nryoko:\nwhat is the biggest problem you are facing right now?\nI'm having trouble figure exactly how Krita works. I know the basics, but that's not saying much. I watched a video, but it wasn't that helpful. Another problem is that I'm so used to looking at what I'm drawing while I'm drawing it, and since I'm using a tablet that doesn't have a screen, it's proven much more difficult for me to draw. Plus like a said, I gave myself a deadline that I have to stick by, so I don't really have that much time."", ""\n\ndarthmongoose:\nDo you have a specific reason you need them done before then?\nI start school again in mid-September, so I want to get this done before hand.\n\n\ndarthmongoose:\nTraditional, even if you're faster at making it, the scanning and cleanup to make it ready for print or online use, can add a lot of time and work, especially with comics, where you'll want to make use you scan everything so the panels are perfectly perpendicular and then clean it so there's no dust, scan shadows or the like and good contrast or it'll look  amateurish.\nI know exactly what you're talking about, but it's something that I'm going to have to figure out if I end up doing this."", ""Mmmm in my experience, I think especially if you already have the tools then it's worth the investment to try and become more comfortable with digital art. Basically re: what darthmangoose said. I did my first comic here on tapas with traditional linework and digital colors and the process of scanning and prepping the art for each page ended up being more hassle than worth. I went through a bunch of different methods over the run of the 70 page comic-\nat first I would use mechanical pencil, ink over it, and erase the pencils before scanning (much like when I do traditional marker art). I found that it was hard to rid the paper of all of the eraser shavings though and so a lot of my scans would pick those up which led to a lot of pre-coloring editing. Erasing also just takes a lot of time, especially on the big 11x17 paper I used.\nSo then I tried moving to non-photo blue colored pencil for my pencils because you don't have to erase it afterwards. That part was big time savings and no more eraser shavings on the scans was nice! But I found that I had a hard time seeing my sketches clearly because the color was so light and so I ended up having a difficult time inking and missed a lot of little details.\nFinally in the end I would do the sketch digitally and then print them off on 2 sheets of printer paper and use a light box to ink (at this point there weren't that many pages left so I wanted to finish the comic off with the same line quality, otherwise I would have just digitally inked).\nAll throughout this too, I only have a small scanner so each page required 4 scans to digitize and then I would have to piece them together (thankfully Photoshop does this automatically for me tho). \nThe reason I went through all this trouble was because at the beginning I felt the same- my digital art skills were shaky and I especially didn't like how my lineart turned out on the computer, so I felt it was faster to get nice looking drawings traditionally even with all the extra steps. While I was doing the comic though I decided to practice my digital art skills on the side. After... maybe a year of that I felt like my digital art skills were finally on par or better with my traditional art ones. Now, 2 years later, I can make pages digitally much MUCH faster than traditionally.\nNot only do I not have to go through all those extra steps, but I also have access to all of the digital shortcuts like undo, copy paste, being able to rescale and rotate things rather than completely redraw, etc. I could never imagine going back to traditional for anything other than standalone illustrations or very short comics. Anything that's moderately long, the time savings on digital is just too great."", ""Thank you for sharing. In all honesty, I did consider some of the things you mentioned, but now I'm sure that if it worked for you, it will work for me (granted if I practice and do it right). Thank you again, I'll see what I can do with what you mentioned. "", ""This is a very great question and a valid concern. I want you to know that your worries are 100% justified. A lot of artists seem to mistake digital art as this holy grail that will make art easier and faster to finish. That is not at all the case. I'm working on a not-yet-published comic project with an artist friend of mine and we pretty much agreed that doing traditional and tweaking pages digitally is the best way for us to get in the groove. I totally agree with my artist's assessment, so that's what we've been doing now. But it is definitely subjected to changes as we go along the way. I suggest creating pages with and focus on just one medium first (either trad or digi) then if you find one of them much more comfortable to you, commit to it."", ""It all depends on if your doing color or black and white. If your doing color then digital is the way to go. As for black and white it depends on your preference. The traditional route gives less room for error and you might have to get use to a lot of erasure marks. The inking might take longer however the benefits of traditional drawing is that everything feels more natural and you have more control. It also builds up confidence in your strokes because the final inking process forces you to commit. The digital route might be more expensive since you might have to invest in software programs or drawing tablets. However there are free softwares available but don't expect the quality to be the same as the one you have to pay for. Me personally I do a mixture of both but most of my drawing and inking is done on paper but I transfer it to vectors to sharpen it out on illustrator. As for scanning, for convenience I recommend a phone scanner like cam scanner. Once you do that you can use image trace on illustrator to transfer it to vectors."", 'I’ve been drawing comics for a while now and there was a chunk of years i tried with purely going digital but I could never match the speed I have with traditional. Right now I’m on a schedule of drawing 20 pages a month of one comic and 12-ish a month for a second comic. So i guess thats 32 pages a month not including any one off strips or illustrations I do. One of them I draw a little smaller because when the project originally started I was trying to just try to write, ink, and color four pages a day so the small size helped speed it up. I have never personally been able to match that speed when i work entirely digitally. \n\n7663A403-0DC1-4DB0-B76C-10546021A0DF.jpeg1935x1451 981 KB\n\n68E9F589-065C-400B-B0DF-EB966065EA2D.jpeg750x558 390 KB\n\nI do scan and color them digitally with a tablet and a lot of people complain about setting up the pages but it really doesn’t take me super long because i set photoshop actions and just do it all in batches then I color on photoshop because its easier to set up for print than if I colored traditionally!! For me the goal is to get as many pages out and done as possible with looking at a screen as little as I can get away with.  I have a lot of friends who draw comics traditionally and a lot of friends who draw digitally and I think its very telling that most of my pals who work digitally don’t match the speed of a lot of my friends who make comics traditionally! \nUltimately, I think its worth trying everything and seeing what works best for you! Personally, I think if I kept with struggling thru digital I’d probably not have a job right now but thats DEFINITELY not true for everyone!!', ""I have an idea on how I might do this now, but I'll keep your advice in mind."", ""I do want to do the comic in color, and I might try to color it digitally. As software, I already got Krita (which was free, so I didn't need to worry about cost), and I already got a drawing tablet. I'll try doing the line art traditionally, but I have to get supplies first."", ""I'm going to try doing the line art traditionally, then coloring them digitally as well. The only thing is I already have drawing software that isn't Photoshop (and frankly I don't feel like paying a subscription). So I'm gonna see if I can do it with the software I already have. Hopefully it won't be to different.\nAlso, side note, can you tell me what your comics are about, and maybe send me a link?"", ""Here is my webcomic if your interested. Also if you have webcomic that you made earlier I am definitely interested in checking it out.\n\ntapas.io\n\n\n\nDan | Tapas\nThis is the story of a boy being rejected by society and hated. However, his life takes a big turn once he realizes his hidden ability. What is Dan's ability? How did he attain them? Is Dan a hero or a villain? Who is right or who is wrong? In this...\n\n\n\n\n\n"", 'Also recommend sakura micron pens they are pretty good.', 'Was already thinking about getting those, but thanks. ', ""\n\nM.ComicFan:\nAnother problem is that I'm so used to looking at what I'm drawing while I'm drawing it, and since I'm using a tablet that doesn't have a screen, it's proven much more difficult for me to draw.\nThat was definitely the thing that made made me think I couldn''t draw digitally. Having a drawing tablet was honestly life changing for me and made me fully leave traditional art behind. I spent several months trying to change my hand-eye-coordination to work on a tablet and computer screen because people said it would get easier. But it didn't, and felt so alien to me. I was honestly almost in tears because I thought that was it then. My comic would never be realized. I then bought a tablet with a screen and it was like using pen and paper. I was back in my element. So, if it really feels like you're not getting the hang of it with your current tablet, try to buy one with a screen."", '\n\nM.ComicFan:\nI\'m having trouble figure exactly how Krita works. I know the basics, but that\'s not saying much. I watched a video, but it wasn\'t that helpful. Another problem is that I\'m so used to looking at what I\'m drawing while I\'m drawing it, and since I\'m using a tablet that doesn\'t have a screen, it\'s proven much more difficult for me to draw. Plus like a said, I gave myself a deadline that I have to stick by, so I don\'t really have that much time.\nI wouldn\'t give up on digital art too soon, if I were you.When I got my (non-screen) tablet, I had huge problems adjusting and thought I\'d never get used to it. It felt just so fundamentally different. I didn\'t start getting the hang of it until 4-5 months later (though to be fair, if I was drawing more, it could\'ve taken less time). It took me several more months to start feeling like my digital drawing skill is catching up to traditional. In some ways drawing on paper is still more ""natural"" for me, but any of my bigger drawing projects are now done mostly or fully in digital. (I\'ve found out planning out, or drawing a rough sketchy version of what I want on paper, before doing the digital version is extremely helpful for me.)\nI don\'t know if there\'s any quick solution to your problem but you definitely should experiment with different drawing programs (Medibang/FireAlpaca is a good free one, and it\'s pretty simple to use), different brush settings, etc. - you don\'t know which one might work for you until you try them.', ""How about you DON'T place unrealistic deadlines on yourself to finish 2 chapters of a comic within a short period of time; allow yourself the time to get used to working in digital if that is how you want to do the comic.You're never going to get used to doing digital placing time constraints on your learning with projects. I understand that you start school, but you still can use any off time that you have to learn; dont place constrictions & unnecessary stress on yourself...\nAs for the eye/screen/tablet issue- I had that issue myself starting out...it took some months(my pacing) to get used to it, but I stuck to my guns and drew small pieces digitally until I got used to it and gained the confidence I need to work on a comic. I felt it was fun and challenging working this way, pushing myself to learn more about the program that I use(Clip Studio) as well as learn techniques to help create my comic faster or with more efficiency.\nIf you're good at creating comics traditionally, then do what helps you create the project how you want with no stress. Also watch video tutorials and research how to color digitally with certain programs- once again, the key is to not stress yourself with a deadline; work/learn at a pace that allows you to feel comfortable until you're doing the thing on a consistent basis."", ""\n\ngempompadour:\nSo, if it really feels like you're not getting the hang of it with your current tablet, try to buy one with a screen.\nI would love to do that, but I don't have the money for it.""]",9/1/2020 9:31
76,How do I upload pictures in my novels?(solved),Answered,[],"Hello, everyone. I just passed 25 subscribers for one of my stories, and I wanted to celebrate by sharing a drawing of one of my characters with my readers. However, I didn't see an option to add pictures. I know adding pictures is possible, but how do I do it?
Edit: I did it! I just needed to download firefox and copy-paste the picture from my computer. 
Here's a link to the episode where the illustration is:
https://tapas.io/episode/18725202","[""you have to use Firefox to do it, and then you can copy and paste the picture into the place you want it. Not sure why Firefox, but that's what I've done."", 'Okay, thank you. ', ""\n\n\nPost Images in Tapas Web Novels (How to) Art | Writing\n\n\n    So if you are wondering how some novels have been getting images in their stories: \n\nExamples: Prologue Page \n \n\n\n\n\nI doubt this is a secret for those of us who write fantasy novels with Maps and such this is a huge deal. Since we won't have to go make a comic series to post fan art etc. \n\nStep 1: Download FireFox \n\nStep 2: Copy your Image \n\nStep 3: Use the Browsers File -> Paste (Not Ctrl + V) \n\n(If you test it in another browser please post below which one and any other directions needed -Than…\n  \n\nThis should give you some insight! "", ""In response to LostSpirit's post, it also doesn't work on Mac. I had to use my SO's Windows computer and it worked. If the file is too big, it also won't paste.""]",8/29/2020 23:50
