,Topic Title,Category,Tags,Leading Post,Post Replies,Created
53,WEB TIPPING is now available!,Announcements,[],"We are pleased to announce that tipping will now be available on the web! Creators will now be able to receive tips from all of their fans, whether they’re using the app (on iOS and Android1) or are on the web15.
Web tipping is going to be a new experience for all of our readers, so we’re looking to you, our creators, to help get the word out about tipping, how it works, and how it helps you continue to make awesome stuff. 
Your fans will be able to obtain coins to buy your stories in two ways. Fans will have the ability to watch video ads on the web to earn free tippable coins that they can also use to purchase stories. 
So many fans have shown their love for this feature in the app, so make sure to let them know that it’s available on the web as well! Fans will also be able to purchase coins in the web coin shop. Just like in the app, these coins will be usable both for purchasing stories and for tipping. Web coin tippability is a brand new feature, so make sure to let your readers know! 
It’s especially important to get the word out because we have something big in the works to celebrate the new web tipping feature. It’s gonna be wild and we want EVERYONE to get in on it, so make sure your readers are ready to participate!","[' \n\n\nWoo! Thanks Tapas Team!', 'Will we be able to get tipping unlocked if we are under 250 subscribers during this announcement period?', ""Hi! As of now, we still don't have desktop ads. \nAnd mobile ads are currently limited to around 100 coins per day. I hope ads availability may improve over time. We miss earning coins. "", 'I have a feeling we might get another tipping event. If this happens, we may just be given another limited period for tipping to be enabled via email. Please let it be! ', '\n\nFleurRene:\nI have a feeling we might get another tipping event.\nMaaaaaayyyyybbbbeeee', ""Would it be possible to make the subscriber count go back to the full numbers? ( ; w ; ) I would rather see all my subscribers down to the single person rather than see a rounded number\nBut also I'm hyped for this tipping thing too!"", ""Then maybe there's a chance we'll get tipping enabled. \nThe person has spoken! Thank you! "", ""Exactly! I have 20% more subscribers overall than I do on just one comic. \nIt'd be a great thing to add!"", 'You should be able to see the actual number just by hovering your mouse over the estimate (or clicking on it and going to your subscriber page). ', ""You should be able to get tipping unlocked. I've sent you a notification."", 'May I ask, what does this mean? Can we now have it enabled? ', ""As a creator, I let Aura know how to get hers activated to receive coins because she is creating comic/novel. But you can email michaelson@tapasmedia.co and let them know you'd like to be able to tip & receive tipping. There are some rules...being of age, etc. Ugh, I don't have the links. \nHope this helps."", ""@catluckey i think it was this one?\n\n\n\nTIPPING IS HERE! You're gunna want to get in on this Tips + Tricks\n\n\nhttps://medium.com/@Tapas_App/tipping-a-fun-way-to-say-thanks-4667e83d473c#.83jcqto6j \n\nBasically that post says it all. So get to tipping your favorite creators y'all. \n\nAnd if YOU want tipping turned on so mobile readers can start supporting YOU go bug Michael right now at michaelson@tapasmedia.co\n  \n\n"", ""@VibrantFox, you are totally wonderful. That's the one!!! At least it's out here for everyone. Thank you so much!"", ""As of now, you can only activate it once you reach the minimum 250 subscribers. The email activation was only available for a limited time before the end of the last tipping event. \nUnless something has or will change... which is why I'm excited for the next event. "", 'Wow! Thanks for telling me that. Good thing this event is coming up for you so you can take part! ']",11/21/2017 17:03
54,4-Koma Contest: Win a CLIP STUDIO PAINT EX License! (WINNERS ANNOUNCEMENT),Announcements,[],"
Tapas_News[ClipStudio].jpg800x450 195 KB

Hi everyone! We are thrilled to announce our latest comic contest is now open! This is a fun opportunity to show off your creativity and talent. We are super excited for this because we have partnered with Clip Studio Paint, the popular digital drawing and painting software/app that provides users with the perfect tools to create illustrations and comics.
If you have any questions about the contest, please leave them here and we will get back to you. Also, feel free to discuss, brainstorm, talk amongst yourselves. 
For contest details and information, please visit our Newsfeed247 page. 
We look forward to seeing your beautiful masterpieces. Good luck!","[""hey I wanna ask if it is one yonkoma per person or one can submit several yonkoma comics? I've read the info but it wasn't mentioned. "", ' Go artists!!!  Do your best!!! ', 'I shall support all of you!!! ', ""Did you notice that the 4-Koma Contest ends the day after the Writer's Camp....Coincidence...I think not..."", ""I don't think I have any chance but it sounds fun so I'll try ^^"", 'Ruh Roh, another contest! Good luck artists!', ""I doubt it, because now you can 'wow!' everyone with your amazing art skills!!"", ""@kuromonoart Sure you can! But only one will count towards the Top 25/prize!\n@Harmony-S-S LOL I swear it was coincidental!! \n@Jenny-Toons Nope! We'll be judging based off of your entry and nothing else "", ""Regardless of whether you enter the contest or not, please give CLIP Studio Paint a try! I can't recommend that software enough!"", ""You're welcome and good luck!!"", ' ', 'Oh yeah I noticed! XD I told my best friend to enter and said that it ends the day after the Writers Camp.', 'Can the top 25 be posted as a staff series?  It would nice for participating creators to get a bit of feature with this.', 'How will I know if I were to win the contest? Will it be announced on the Tapastic site or would we be sent an email?', '@GoldenPlume Absolutely!\n@sketchingreaper We will make an announcement on social media, on our site, and will contact the winners through the email associated with their Tapas account!', ""What's the limitation on censorship? Do we need to tone down our thoughts or can we go as far as we need to in order to make our point about an artists life?""]",4/2/2018 14:18
55,OVER 7.8 Million coins tipped. A new record! Thanks to everyone who tipped their hearts out!,Announcements,[],"DECEMBER 22nd at 4PM PST
Make sure to mark down that date and time.
Why??
Because it's the start of our NEXT TIPPING EVENT!!
That's right!!: We're having another CRAZY Tapas Tipping Event that will run from December 22nd at 4PM (PST) until December 23rd at 4PM (PST)
AND: We're aiming for 10 MILLION coins tipped
AND: We will be awarding back to tippers a percentage of the coins they tip during the event no later than January 30th 2018 and the coins awarded back will also be TIPPABLE!!
AND: The breakdown of the percentage awarded back will be as follows:If 2 million or more coins are tipped during the tipping event we will award back 10% of the coins individuals tipped back to those individuals.
If 5 million or more coins are tipped during the tipping event we will award back 20% of the coins individuals tipped back to those individuals.
If we reach our goal of 10 million coins tipped during the tipping event we will award back 30% of the coins individuals tipped back to those individuals.
SO: If you're a creator who has tipping activated make sure to start screaming from the rooftops (figuratively people, figuratively) to get your readers all aware and ready to drop some serious coin your way starting December 22nd. And if you're a reader, there will be no better time to show those who work so hard bringing you their best just how much you appreciate what they do throughout the year.   
ALSO: Since our last tipping event back in July we've added ALL SORTS of new features that should easily make this our biggest tipping event ever! We've added tipping on the web, rewarded video on the web, and the new 2000 coin promo with MZ and Final Fantasy! 
SO: Lets all work together to give our favorite creators a holiday season they will NEVER FORGET!!
IT'S LAUNCHED!! START TIPPING!!!","[""YAYYYY~! ^W^ I'm super excited~!!!!"", ""Aw man, I think I'm on an aeroplane.\nBut I haven't quite figured out the time difference. 4pm in America might already be the 23rd here.\nIf so, wooooooooooooo."", ""Actually, if we don't have tipping yet and make comics, can we get tipping activated? ^_^' I don't have 250 subs yet, but there's others who have less than that who have it."", ""You can e-mail staff to ask to get tipping activated early. They're more likely to let the subs thing slide when its for a tipping event. "", ""\n\nYangKoete:\nActually, if we don't have tipping yet and make comics, can we get tipping activated? ^_^' I don't have 250 subs yet, but there's others who have less than that who have it.\nSo I just talked with Michael and he is ok with making exceptions. Those who want tipping activated can email him directly at michaelson@tapasmedia.co\nThanks!"", ""That's really awesome ^^Do you think there will be adds to watch on desktop for people in the EU soon too?"", ""\nLucazu:\nDo you think there will be adds to watch on desktop for people in the EU soon too?\nWhy can I not add more than one like to this post it's unfair my agreement must be expressed THOROUGHLY!!!"", ""As a creator I'll do my best promoting this.As a reader... it would be nice to have some ads, it's been months since the last one avaliable..."", ""Thanks so much~ ^w^ It'll help a lot~"", ""So exciting! I emailed him right away I can't wait to have my tipping activated\n\n\n53\n"", ""Best of luck! Are you going to be increasing the rates at which free videos appear? I haven't been able to watch any videos for well over 6 months now."", 'Aw shoot... thats by birthday!', ""I think everyone's hoping for improved coin earning opportunities in general.\nSpeaking for myself and many fellow creators as well as readers, one thing that is very much desired is coin earning opportunities that are not adbased, not US exclusive, not mobile exclusive and not limited time offers. One suggestion that fits the bill is surveys. However anything else that is globally accessible on a casual everyday basis and helps cover ground that the bad ad-availability leaves bare in some regions, would probably be thankfully and lovingly received by the community at large. If Tapas has other ideas we would all love to see them in the future, and if any other creator and member has ideas that fit the customer demand I just described, I'm sure Tapas would love to hear your suggestions as well.\nBonus coins are great and all but as a creator who relies a lot on Tapas I would love to see more coin earning opportunities that don't come from tapas' own pockets be developed, since they help ensure financial stability and growth for my favorite site. I would hate to see Tapas get hit with an ad boycott like the one Youtube faced, especially since in their case it eventually turned into a form of discrimination against LGBT and Horror content (two of the most popular genres on tapas). So the more creative Tapas can get to widen the range of income sources, the better it is for freedom of expression and longterm stability of a site with an amazing concept! "", ""Nice!! I'm very excited and I shall (figuratively) shout about it lol"", ""I'll be sure to save up!  Really excited and looking forward to it supporting my fellow creators."", 'Vermicious Knids are from Charlie and the Great Glass elevator, right? My little brother went as one for Halloween this year, and no one knew what he was... it was kinda sad.', '\n\nLordVincent:\nSpeaking for myself and many fellow creators as well as readers AND TAPAS, one thing that is very much desired is coin earning opportunities that are not adbased, not US exclusive, not mobile exclusive and not limited time offers.\nThere, I fixed it. ', ' \n\n9\nHonestly in this gif right now I am the beyond bearably excited puppy and you guys are the cat putting up with it lolLike ""MORE COIN EARNING!! MORE COIN EARNING! PLEASE PLEASE DID YOU ACCEPT COIN EARNING AS YOUR LORD AND SAVIOR YET???""\nBUT IT\'S SO AWESOME TO HEAR YOU GUYS ARE AIMING FOR THIS YEEEEEE']",11/28/2017 15:07
56,Dashboard update: revenue tab and balance details,Announcements,[],"We rolled out some updates to the Revenue tab and Balance details on the Creator Dashboard today, in order to reduce confusion and improve transparency. If you’re a creator enrolled in the Ad or Tipping revenue programs on Tapas, you’ll notice the changes the next time you check your balance. 
Want the tl;dr: highlights? 

We’ve updated what info is shown on the Revenue tab and Balance details pages to make your earnings and fees more clear, particularly for creators with revenue from tips.
Your share of ad revenue and tips remain unchanged. The Google, Apple, and Braintree/PayPal fees are the same as before, as is the share Tapas keeps.

Want more detail? Dive in below for a recap of the problems that motivated the update, or skip down to check out what’s new.

Previously, on Tapas…
Until today, we showed your “Current Balance” (the total current earnings before fees, including those less than 30 days old), alongside your “Available Balance” (the actual amount available to transfer to PayPal that day, after fees). 

old_balance.png760x440 26.5 KB

This worked okay for ad revenue, but once we added the Tipping program it made things a bit confusing due to a difference in the way fees were displayed.
Fees were calculated and shown for ad revenue each day, but for tip revenue fees were calculated for the total amount and only shown when requesting a transfer. This was due to the relatively low value of individual coins, along with the difference in potential fees depending on the source of coins used. Unfortunately, the end result was inconsistency and a lack of clarity.

old_details.png1896x944 80.4 KB

Some creators waited (and waited, and waited) for all of their Current Balance to become available, and were left wondering why some portion of their money appeared to be stuck in perpetual limbo… even after it was more than 30 days old. Since the Current Balance was shown before fees and the Available Balance was shown after fees, the tipping-related fees portion would always appear to be missing in a side by side comparison.
The amount earned and the fees taken were both correct, and there was nothing underhanded going on, it just wasn’t always exactly clear what was happening, or when.

What’s New
We’ve made several changes to the Revenue tab and Balance details to address the potential for confusion detailed above. 
On the Revenue tab of the Dashboard, the “Available” balance is the same as before, and still shows the earnings after fees available to request today. The “Current” balance has changed to “Pending,” and now shows the proceeds we estimate you will receive that are currently less than 30 days old (therefore, still pending). Just like the Available Balance, the Pending amount is shown after fees, which means what you see there will all eventually become available over time.

new_balance.png1080x456 34.8 KB

The Balance details page also received a tune up. Estimated fees are now shown for both ad and tip revenue, along with your estimated share of revenue each day. The (?) tooltips now provide more useful information, including a breakdown of the potential fees and share Tapas keeps.

new_details.png1896x944 83.5 KB

Revenue entries less than 30 days old are now marked as “pending,” so you won’t have to count backwards to figure out which days are available and which ones aren’t. Please note: the total Pending amount may not exactly equal the sum of the individual pending ad and tip revenue entries in the table, as your share and fees are only estimated for each row. The result is that some smaller values may appear slightly different due to rounding. 

We hope these updates make the revenue, balance, and fees on Tapas easier to understand, and give you a better overview of the money you’re earning.
Happy holidays! 
Tapas Team",[],0
57,Forums are upgraded!,Announcements,[],"Hi all, 
Finally, forums are upgraded.  I hope tons of bugs were fixed. 
Highlights.- New people can sign up! - Can upload image files to post- Can change username! Don't need to ask staff to update.. - New looks - Maybe email notification?   
I couldn't test it too much but I'll do it and if there are issues, I'll try to fix them. 
Thank you, /Yoon","[""i've been waiting for this. thank you"", ""I almost thought my mobile was all weird till I realized what happened. It's looking good so far very easy to navigate now. At least for me it is. Wonderful!"", 'Looks great. I like the Top categories in the profile and how fast the forum is now.Also, finally changed my avatar back.Thanks a million @Yoon ;-D', 'They finally have new emojis! And also a button to search for emojis!!!   ', 'The new font is much easier to read! Also, yay for the image upload fix! Woohoo! \\o/', ""wait i still can't change my username and email"", 'Hmm I can change both. No pencils? \n\nimage.png734x460 13.7 KB\n', ""there's no pencil beside the username and i still can't receive verification when i try to change my email. also it sucks that when i click on my photo, the notifications appear when i just want to change settings or log out."", ""Don't see a pencil next my username either, but at least I can finally change my profile!~ ;OO"", ""Okay. I'll take a look at it! Thank you for letting me know."", 'I was excited to fix my username, but it will not allow me to do so either.\nAside from that, good to have the forums get a much needed upgrade', ""Everything's changed agh aaa\nIn all reality, it looks good, though it'll take me a while to get used to, haha. Also, I can finally change my avatar, yay!"", 'OHOHO! Emojis!!   \nPlus the forum looks so smoooooth now~', ""Oooh, everything is so sleek and minimalist now. It'll take a bit of getting used to, but I practically cried tears of joy upon being able to change my avatar <3"", 'Holy crap! I have a FACE!', ""\n\nYoon:\nCan upload image files to post\nFINALLY! HALLA-FREAKING-LUJEAH!\nTook y'all long enough to fix that particular issue! "", 'OMG this is awesome!! especially the img upload fix!', 'These new forums look so smooth!! And images are back!!!! You done did it now Tapas!\n\n\n\n']",5/25/2017 19:37
58,Introducing Improved iPad Compatibility!,Announcements,[],"
Hey everyone! We have an exciting announcement for all the iPad users out there. The latest version of the app now has improved compatibility with the iPad interface. The app has now been optimized for larger screens, so tablet users will no longer have to deal with the app looking stretched out or struggling to zoom in and out to use various features. We are always working to improve the app, and we hope this improves the experience of all of our iPad users.
Link to the iPad version of the Tapas App: http://apple.co/2xxnxBn3",[],0
59,"Oh boy, do we have some announcements for you",Announcements,[],"Hey everyone,
So we have some pretty big announcements to make concerning a few things that the Dev team has been crazy hard at work on.
But the question is, where do we start first?
Well, everyone likes free stuff right? So let's start with that.
Thanks to our friends over at NCSoft you can now earn 1000 Tapas Coins (the tippable kind even) by simply following the ad you can find after an episode of one of these2.8k comics on the app and downloading their new FREE game called ""Arami Puzzventure"". You don't even have to log into the game, just get to the login screen. 
Then go back to the Tapas app and you should see a pop-up with your 1000 shiny, new Tapas coins!
AND NEXT, for all you web-only folks out there, You can now buy Tapas coins and unlock premium episodes on THE WEB!! OMG!!!!!!
So yeah, those are some pretty big announcements that the Dev team deserves a lot of credit for. And thanks to them you should be seeing even MORE cool announcements verrrry soon (tipping on the web anyone??).
Now go grab those 1000 coins!!","["" \n\n16\nSuch exciteCan't contain"", 'Oh boy, oh god, oh my!-brain overwhelmed with tipping-related comic shorts/banners-Thank you so much for putting the effort into such an update!', ""Finally, now locked content on the website won't be so obnoxious because I have to keep switching back and forth from the phone to computer."", ""Seriously NCSoft. ah well can't win them all."", '\n\njosh8:\n1000 Tapas Coins (the tippable kind even)\nO M G ! ! !\n', 'For me, I get an error message ;n;', 'Oh boy!!!! Thank you Dev team!', ""I'm glad you also made tipping on desktop available too....Just need to figure out how to use it--"", ""Is there a time limit? because I think so many people are going there that your servers can't keep up, and I can't actually go there."", ""Great question. \nThere's not really a time limit per se. NCSoft has given us a number (I can't say what it is exactly but it's in the thousands) of installs they want to hit by a certain date (that I also can't say) .\nSo it's kind of like first come first served up until we either hit that number or we hit that date. \nBut here's a hint: The date is over a week away.\nAlso, if this succeeds, which we hope it does, you can bet we'll be doing as many more of these types of things in the future as we can.\nWhat can we say? We love giving out coins."", ""How does this work? I can't activate the link on the app."", ""Make sure when you click the link to open it with a browser like Chrome or Safari. Don't try to use the Tapas app to open the link."", 'Attempting to unlock on the web just throws an error for me, too.', ""WOOOO!!! We're getting that much closer to feature parity!! I'm really glad that you guys were able to get that working! It's something I've been wanting ever since the beginning. \nHopefully soon profile walls will be added to mobile? >o> (I don't want to ask for too much, but I can DREEAAAMMM!!!)"", 'So we can now tip on the desktop!? OWO', ""Not tipping yet (it's coming though). Right now it's the ability to purchase coins and unlock premium content."", ""wahh, I'm so excited this is happening =D ty for working hard! I'll be looking forward to what's coming next!\n(also some feedback / question  about the coin/game option!do you want us to open the game-ad via app and then choose a browser option to continue? because I'm immediately getting an app error there / no browser option popping up !I then tried logging  into tapas via phone browser, followed the link to the google play store + downloaded  + opened the game and played a bit (cute graphics!) but did not receive cois after opening the tapas app!)Maybe someone who it worked for can share what they did =D ?"", ""Same I didn't get the coins after download and playing a little of the game either.""]",8/22/2017 18:27
60,Tapas Novel Platform is open for business!,Announcements,[],"Hey creators!
By now, you may have noticed this shiny new button in your dashboard104.
That’s right! Now, you can publish written works on Tapas for free! 
Since this is all very new, you might have some questions, like:
Why did you add novels? I thought this was a comics site!
Though Tapas was originally a comics hosting site, we want to eventually serve bite-sized stories in all sorts of mediums, and give creatives more options to present their art, whether it be through illustration or the written word.
What kind of stories can I post?
Novels are held under the same standards as comics, so please be sure to check out the Content and Community Guidelines before you publish your story.
Can novels be monetized?
Yes! Like comics, you can activate Ad Revenue in your dashboard, as well as Tipping. However, some rules apply. To receive Ad Revenue and Tips:

You must be 18 years old or older.
Your cover thumbnail must belong to you or be copyright-free. This means no copyrighted images pulled from the internet. If you are not an artist, consider working with an artist from the forums or using a public domain/royalty free image from resources such as, Unsplash19, Kaboompics26, or Stocksnap18.
Your story must belong to you. Fanfiction cannot be monetized.
For Tipping, you must have at least one series with 5 episodes published. If your novel meets these requirements, please email Gabby at gabrielleluu@tapasmedia.co to activate Tipping.

Can I still apply to the Premium Program if I’ve already started posting for free?
Yes! As always, submissions are open for the Premium Coin-and-Key Program. Please note that stories and/or story pitches should be fully developed, so posting on the free platform first is a good way to get established before submitting for Premium.
To apply to the Premium Program, please fill out this form74.
What’s with the formatting options?/Can you add [feature]?
This is the very first version of the free novel publishing platform and far from the final product. We have plans to add more features in the future, such as more formatting options and ability to insert images, but for the time being, please send any feedback to feedback@tapas.io.
If you have further questions about the free novel publishing platform, email Gabby at gabrielleluu@tapasmedia.co.
So what’re you waiting for? Publish your first Tapas novel today!104
[EDIT: 6/5/17]

With the new iOS and Android updates, we've fixed a few bugs on the novel side, including:

Special character recognition for the app (text copied from word processors, curly quotes, accent marks, etc.)
Thumbnails on Android

","['I needed to hear some good news this week. Thank you Tapas <3', ""I didn't know you could apply for the tipping program with a series that you already started! I feel like it's probably better for my content to remain mostly free for now though. I've seen the backlash that locked comics get and I don't know if I could deal with that right now ;w; was bad enough that some people flipped their shit recently about me having early page access for my patrons.\nIt's great that members can freely publish novels now! I assume that fan fiction is okay as long as it isn't monetized, so i might suggest tapas to my sister for her writings now "", ""\nJohnVincent:\nI didn't know you could apply for the tipping program with a series that you already started! I feel like it's probably better for my content to remain mostly free for now though. I've seen the backlash that locked comics get and I don't know if I could deal with that right now ;w; was bad enough that some people flipped their shit recently about me having early page access for my patrons.\nThat's the best part though man - you don't need to lock your content to enable tipping. I have tipping enabled for Time Gate, it's basically just a way for my users who can't pledge actual $$$ through platforms like Patreon to help out ^_^ No locked episodes (unless Tapas makes that available again like they did with the Support Program - back then, if you pledged through the support program, you'd get to see pages early. Now that's dedicated solely to Patreon as the Support Program is no longer around) and no paywalls. I use tipping as just that - a tip jar to help out with a couple coins now and then "", ""I do have tipping turned on, but there's the whole problem with people forgetting about tipping after the initial amazement blew over and then the ad thing xD i'm not gonna complain though, a little money is still money."", 'It\'s our opinion that after the ""big bonus"" event, people aren\'t tipping because they are waiting for another bonus event.\nOne wonders how many millions of coins are being horded.', ""You can always keep your main series free and pitch a spin-off for premium \nAlso, yes, your sister can certainly write fan fiction as long as it's not monetized!"", ""I put up my short story as a tester to see how it works. \nhttps://tapas.io/episode/70498819\nIt went up easily,   Cut and pasted the story in;   Tipping and ads carried on from the comic I had. \nhttps://m.tapas.io/series/The-Indians-take-on-The-Devil4\nI have a few novels I'm going to spend the next few days uploading,  15,000 words at a time."", 'raises hand I have a questionIt\'s called novel, but would poems be allowed as well?I didn\'t find anything against it so far, but only ""novel"" gets mentioned, as far as I can see.As long as I keep to the general content guidelines (for example regarding adult material), am I free to use the novel function for poems?', ""Someone else asked this question in a different thread - I don't see why not!  I mean, we use the comics function for gifs and sketches/gallery art all the time, so I think poetry in the novel section is fine lol :B"", 'Uzuki is right! ""Novel"" is kind of a blanket term we\'re using for all written works, but you can absolutely post things like poetry, short stories, etc.', ""Hey, Staff, we're working on an illustrated light novel.  Is there/will there ever be a way to upload an image as a part of a chapter?  Also, can they be uploaded one chapter at a time, like comics?"", 'You can technically post one chapter at a time, so long as the chapters are less than 15,000 words, because that\'s the word limit. So if your chapters are longer than that, consider chopping them up into parts. I think 15,000 words is a rather gracious amount for an application that\'s meant for ""bite-sized"" episodes vs. thesis-length amounts of texts. I mean, my chapters tend to run between 10,000 to 20,000 words on average. \nAlso, Tapas has stated that they are working on making image uploads a feature! (if I recall correctly lol) An ETA hasn\'t been stated as of yet, but hell, I\'d be happy to hear it too if they can come up with a time frame (I\'m honestly more interested to hear when they\'ll add formatting like italicizing, bolding, etc. .... because right now it\'s the bare bones equivalent of Notepad  )', 'Okay, cool, thanks. ', ""Great idea but my series thumbnail still won't work. It's an image of MY face which yes, I own. How long do you think it'll take before this is resolved?Thanks."", ""Hi Joe,\nI'm not sure I understand your question. Are you saying you're unable to change your series thumbnail, or are you referring to the thumbnails not showing up in Android?"", ""The thumbnails don't show up in android and I already updated the app. I can change the thumbnail and it appears on my computer, just not for anything else."", 'This will be fixed soon in the next Android update.', ""Oh wow! I am so excited, I will adapt a fanfiction that I finished years ago. Is it ok if it's in Spanish right? Regards!""]",5/22/2017 18:52
61,iOS Offline Reading and Feedback,Announcements,[],"Hello everyone!
We just rolled out Offline Reading for iOS for everyone to test to see how they like it. 
When we first released (back in the old days) the Tapastic mobile apps, a huge barrier for us was that not many people had mobile devices, and those that did relied very heavily on WiFi enabled connections because data was not only really expensive, but fairly limited. Cut to today, where a lot more people have access to mobile devices, but the whole data problem hasn't really been addressed. 
When we transitioned to Tapas, we wanted to be mindful of data usage and if you've ever used any type of image based mobile app (i.e. tumblr, instagram, etc), you'll notice that those apps are very data intensive. 

IMG_3498.jpg2414x1412 972 KB

You'll be able to download episodes by clicking on the download icon on the far right of each episode. Your Library will now include a Downloads section specifically for these episodes.
Offline Reading allows for readers to download episodes ahead of time while on WiFi to read during morning commutes, train rides, plane flights, etc. Downloaded episodes will automatically be removed in 30 days, or you can manually remove them yourself. 
This feature will also be available on Android in the near future. 
We're currently gathering feedback and suggestions on how to improve the Offline Reading experience. Please leave comments below or e-mail them directly to me at michaelson@tapasmedia.co
We're also in the middle of planning Townhall Meetings (livestreams) so stay tuned!","[""I've been liking it a lot so far, I have terrible internet yet the comics download quickly for me and I can download multiple at the same time without a problem. It's been very convenient and I'm so happy with this new update!\nAs for suggestions for improvement here are two of my nitpicky thoughts:- Have a way to go to the series main page from its downloaded pages (sometimes I'm reading from downloads while I have wifi and I'd like to check out the series main page to subscribe or to download more episodes but there's no way to do it from downloaded pages)- Make it easier to download multiple episodes (as much as I love the fact that I can simultaneously have different downloads going from different comics, it would be great to have a way to download multiple episodes from a single comic without having to go through each episode and pressing the download button)\nHope those made sense, they're all I could think of right now"", ""@Tes Thanks for the feedback! \n\n\nTes:\nHave a way to go to the series main page from its downloaded pages (sometimes I'm reading from downloads while I have wifi and I'd like to check out the series main page to subscribe or to download more episodes but there's no way to do it from downloaded pages)\nYeah, that makes sense. \nRight now if you hold down on the series in your off-line reading menu, it'll look a little something like this: \nIMG_3526.PNG1242x2208 436 KB\n\nIt basically, only allows you to remove downloads. It might make sense to add more options like what you would normally expect when holding down on the series in your regular library: \n\nIMG_3527.PNG993x1765 663 KB\n\nMaybe these other functions won't show up if you are offline/airplane mode? \n\n\nTes:\nMake it easier to download multiple episodes (as much as I love the fact that I can simultaneously have different downloads going from different comics, it would be great to have a way to download multiple episodes from a single comic without having to go through each episode and pressing the download button)\nBatch downloads is a cool idea - I think right now we'll still utilize single episode downloads but implement some other robust features in the future (i.e. batch downloads, automatically downloading a series' newest episode, etc). \nThanks again for the feedback!""]",8/3/2017 21:16
62,Wattpad –> Tapas Novel –> Tapas Comic!,Announcements,[],"The wave of turning novels into comics at Tapas has begun!!
First it was a Wattpad novel, then it came to Tapas, then we liked it so much it's being turned into a comic (with conversion-to-comic duties coming from our very own Wishroomness42).
Yep, we're talking about His Barcode Tattoo by Ivy Song and here are some first sneak peeks into what will be dropping THIS Sunday (7/16).

his barcode tattoo cover   title.png980x1386 606 KB


1_Dakota.jpg1200x848 576 KB


2_Sehun.jpg1200x848 422 KB


3_jaesun.jpg1200x848 579 KB

Like it? If you do and maybe want to get a jump on the story, head on over to https://tapas.io/series/hisbarcodetattoo75 to start reading now!
See ya Sunday!","['Nice!  Congratulations to Ivy Song for achieving such success that their story is being turned into a comic!  What great things will happen next?  Will it become an anime series?  A movie?  Seems like the next logical step.  Encouraging to see those who join Tapas continue to climb the creative success ladder.', 'I like the story so far!', ""The crossover potential between these two mediums is a greatly underealized opportunity. I like this trend. It has been my intention from the beginning to create my own web comic which accompanies my novella but isn't an adaptation. I will not get around to that until after I have completed the novella though.\nWhat is the best way to link both a webcomic and a novel in the same series? Should perhaps a url link be placed in the description of each?""]",7/13/2017 16:20
